OBJECTID,county,trust_name,lease_status,lessee,township,range,section,aliquot,acres,trs - Copy
144248,Coconino,PERM COMMON SCHOOLS,Y,Nat Land and Cattle LLC,20N,14E,2,LOTS 1 THRU 4 S2N2 S2,624.64,20N - 14E - 2
144250,Coconino,PERM COMMON SCHOOLS,Y,City of Flagstaff,20N,12.5E,2,LOTS 1 THRU 4 S2N2 S2,710.84,20N - 12.5E - 2
144258,Coconino,PERM COMMON SCHOOLS,Y,Nat Land and Cattle LLC,19N,14E,2,LOTS 1 2 S2NE SENW S2SWNW S2N2SWNW N2S2 SESE M&B IN LOT 4 N2N2SWNW,470.57,19N - 14E - 2
144351,Coconino,PERM COMMON SCHOOLS,Y,Hopi Tribe,19N,15E,16,S2SWNW S2 LY SLY FROM C/L OF ATSFRR R/W,255.35,19N - 15E - 16
144434,Coconino,PERM COMMON SCHOOLS,Y,"Babbitt Ranches, L.L.C.",26N,8E,16,ALL,640,26N - 8E - 16
144437,Coconino,PERM COMMON SCHOOLS,Y,"Babbitt Ranches, L.L.C.",26N,10E,16,LOT 1 SENE E2SE,152.73,26N - 10E - 16
144535,Coconino,PERM COMMON SCHOOLS,Y,"Babbitt Ranches, L.L.C.",26N,6E,2,ALL,640,26N - 6E - 2
144564,Coconino,PERM COMMON SCHOOLS,Y,Turrell Trading Company,22N,11E,32,LOTS 1 THRU 4 W2,440.12,22N - 11E - 32
144685,Coconino,PERM COMMON SCHOOLS,Y,"Babbitt Ranches, L.L.C.",27N,6E,16,ALL,640,27N - 6E - 16
144773,Coconino,PERM COMMON SCHOOLS,Y,Hopi Tribe,21N,11E,32,LOTS 1 THRU 4 W2,439.72,21N - 11E - 32
144799,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,City of Flagstaff,20N,14E,6,LOTS 1 THRU 6 SENW E2SW S2NE SE LOT 7 LY NE OF PAT 6057,605.94,20N - 14E - 6
144800,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Nat Land and Cattle LLC,20N,15E,6,LOTS 1 THRU 7 S2NE SENW E2SW SE,542.67,20N - 15E - 6
144801,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,City of Flagstaff,20N,14E,4,LOTS 1 THRU 4 S2N2 S2,626.46,20N - 14E - 4
144802,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Nat Land and Cattle LLC,20N,14E,1,ALL,640,20N - 14E - 1
144808,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,City of Flagstaff,20N,13E,8,LOTS 1 THRU 4 S2N2 S2,638.96,20N - 13E - 8
144809,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,City of Flagstaff,20N,13E,10,LOTS 1 THRU 4 S2N2 S2,635.16,20N - 13E - 10
144810,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,City of Flagstaff,20N,13E,12,LOTS 1 THRU 7 SWNE S2NW W2SE SW,630.97,20N - 13E - 12
145149,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Nat Land and Cattle LLC,20N,15E,4,LOTS 1 THRU 4 S2N2 S2,628.7,20N - 15E - 4
145273,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",27N,8E,28,ALL,640,27N - 8E - 28
145274,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",27N,8E,14,ALL,640,27N - 8E - 14
145276,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",27N,8E,22,ALL,640,27N - 8E - 22
145277,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",27N,8E,2,SE,160,27N - 8E - 2
145283,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",27N,9E,4,LOTS 1 THRU 4 S2N2 S2,636.68,27N - 9E - 4
145285,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",27N,10E,6,LOTS 1 THRU 4 S2N2 S2,641.2,27N - 10E - 6
145288,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,8E,18,LOTS 1 THRU 4 E2W2 E2,630,26N - 8E - 18
145292,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,9E,26,ALL,640,26N - 9E - 26
145298,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,9E,14,SW,160,26N - 9E - 14
145399,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,7E,10,W2,320,26N - 7E - 10
145507,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Turrell Trading Company,21N,11E,8,LOTS 1 TO 4 W2,440,21N - 11E - 8
145508,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Turrell Trading Company,21N,11E,20,LOTS 1 2 NW,219.98,21N - 11E - 20
145531,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,7E,6,LOTS 1 THRU 4 E2W2 E2,602.32,26N - 7E - 6
145703,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",27N,6E,28,ALL,640,27N - 6E - 28
145730,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,7E,4,ALL,640,26N - 7E - 4
145732,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,7E,14,ALL,640,26N - 7E - 14
145743,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",27N,9E,2,LOTS 1 THRU 4 S2N2 S2,638.16,27N - 9E - 2
145807,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,8E,4,LOTS 1 THRU 4 S2N2 S2,641.36,26N - 8E - 4
145812,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Babbitt Ranches, L.L.C.",26N,9E,24,NW,160,26N - 9E - 24
145875,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Turrell Land Company, LLC dba Turrell Trading Company",23N,11E,32,LOTS 1 3 4 W2,410.75,23N - 11E - 32
145883,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Turrell Trading Company,22N,11E,8,LOTS 1 THRU 4 W2,440.6,22N - 11E - 8
145884,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Turrell Trading Company,22N,11E,20,LOTS 1 THRU 4 W2,440.28,22N - 11E - 20
145887,Coconino,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Hopi Tribe,21N,11E,20,LOTS 3 4 S2W2,219.78,21N - 11E - 20
151522,Navajo,PERM COMMON SCHOOLS,Y,"Bar T Bar Ranch, Inc.",20N,20E,2,LOTS 1 THRU 4 S2N2 S2,643.04,20N - 20E - 2
151524,Navajo,PERM COMMON SCHOOLS,Y,Navajo Nation,20N,16E,2,LOTS 1 THRU 4 S2N2 S2,637.96,20N - 16E - 2
151525,Navajo,PERM COMMON SCHOOLS,Y,Navajo Nation,20N,17E,2,LOTS 1 THRU 4 S2N2 S2,638.58,20N - 17E - 2
151705,Navajo,PERM COMMON SCHOOLS,Y,Nat Land and Cattle LLC,20N,15E,2,LOTS 1 THRU 4 S2N2 S2,632.88,20N - 15E - 2
151735,Navajo,PERM COMMON SCHOOLS,Y,"Bar T Bar Ranch, Inc.",20N,19E,2,LOTS 1 THRU 4 S2N2 S2,641.26,20N - 19E - 2
151751,Navajo,PERM COMMON SCHOOLS,Y,Jeffers Cattle Co,20N,21E,2,ALL E OF CNTR LN HWY 77,268.9,20N - 21E - 2
151772,Navajo,PERM COMMON SCHOOLS,Y,Jeffers Cattle Co,20N,22E,2,LOTS 1 & 2 S2NE S2,483.8,20N - 22E - 2
151799,Navajo,PERM COMMON SCHOOLS,Y,W B Jeffers Jr. ET AL,20N,21E,2,ALL W OF C/L  LN HWY 77,373,20N - 21E - 2
151807,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Navajo Nation,20N,17E,4,LOTS 1 THRU 4 S2N2 S2,639.38,20N - 17E - 4
151808,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Navajo Nation,20N,17E,6,LOTS 1 THRU 7 S2NE SENW E2SW SE,722.07,20N - 17E - 6
152077,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Jeffers Cattle Co,20N,22E,4,LOTS 1 THRU  4 S2N2 S2,645.12,20N - 22E - 4
152078,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Jeffers Cattle Co,20N,23E,4,LOTS 1 THRU  4  S2N2 S2,648.7,20N - 23E - 4
152087,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,W B Jeffers Jr. ET AL,20N,21E,6,LOTS 1 THRU 7 SENW S2NE E2SW SE,673.81,20N - 21E - 6
152088,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,W B Jeffers Jr. ET AL,20N,21E,4,LOTS 1 THRU 4 S2N2 S2,642.86,20N - 21E - 4
152099,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Jeffers Cattle Co,20N,22E,6,LOTS 1 THRU 7 S2NE E2SW SENW SE,664.47,20N - 22E - 6
152127,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Jeffers Cattle Co,20N,23E,6,LOTS 1  THRU  7 SENW S2NE E2SW SE,623.28,20N - 23E - 6
152135,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,Navajo Nation,20N,18E,6,LOTS 1 THRU 7 S2NE SENW AND E2SW SE LY NLY PAT 5747,585.39,20N - 18E - 6
152136,Navajo,PERM COMMON SCHOOLS (INDMTY SELEC),Y,"Bar T Bar Ranch, Inc.",20N,19E,18,LOTS 3 & 4 E2SW,172.21,20N - 19E - 18
