state,managing_agency,rights_type,state_enabling_act,OBJECTID,county,lease_status,lessee,township,range,section,trs-copy,aliquot,acres,trust_name
AZ,State Land Department,Subsurface,179 Stat. 557-579 (1910),128123,Coconino,N,,18N,15E,30,18N - 15E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,180 Stat. 557-579 (1910),128129,Coconino,N,,16N,15E,8,16N - 15E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,181 Stat. 557-579 (1910),128130,Coconino,N,,16N,15E,18,16N - 15E - 18,LOT 1,49.5,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,182 Stat. 557-579 (1910),128133,Coconino,N,,15N,15E,8,15N - 15E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,183 Stat. 557-579 (1910),128134,Coconino,N,,16N,15E,20,16N - 15E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,184 Stat. 557-579 (1910),128135,Coconino,N,,16N,15E,28,16N - 15E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,185 Stat. 557-579 (1910),128136,Coconino,N,,16N,15E,30,16N - 15E - 30,L1 TO 4 E2W2 E2,679.64,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,186 Stat. 557-579 (1910),128139,Coconino,N,,16N,15E,4,16N - 15E - 4,LOTS 1 THRU 20 S2,1112.08,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,187 Stat. 557-579 (1910),128218,Coconino,N,,15N,15E,10,15N - 15E - 10,W2W2W2W2 LY W OF COUNTY LINE,31.65,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,188 Stat. 557-579 (1910),128423,Coconino,N,,17N,14E,28,17N - 14E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,189 Stat. 557-579 (1910),128424,Coconino,N,,17N,14E,14,17N - 14E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,190 Stat. 557-579 (1910),128425,Coconino,N,,17N,13E,8,17N - 13E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,191 Stat. 557-579 (1910),128426,Coconino,N,,17N,14E,12,17N - 14E - 12,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,192 Stat. 557-579 (1910),128427,Coconino,N,,17N,13E,24,17N - 13E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,193 Stat. 557-579 (1910),128428,Coconino,N,,17N,13E,6,17N - 13E - 6,L1 TO 4 E2W2 E2,663.12,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,194 Stat. 557-579 (1910),128429,Coconino,N,,17N,14E,18,17N - 14E - 18,LOT 1 THRU 4 E2W2 E2,641.52,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,195 Stat. 557-579 (1910),128430,Coconino,N,,17N,13E,20,17N - 13E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,196 Stat. 557-579 (1910),128431,Coconino,N,,17N,13E,28,17N - 13E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,197 Stat. 557-579 (1910),128432,Coconino,N,,17N,13E,30,17N - 13E - 30,L1 TO 4 E2W2 E2,664.52,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,198 Stat. 557-579 (1910),128433,Coconino,N,,17N,13E,22,17N - 13E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,199 Stat. 557-579 (1910),128434,Coconino,N,,17N,13E,18,17N - 13E - 18,L1 TO 4 E2W2 E2,664.76,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,200 Stat. 557-579 (1910),128436,Coconino,N,,17N,13E,12,17N - 13E - 12,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,201 Stat. 557-579 (1910),128437,Coconino,N,,17N,14E,30,17N - 14E - 30,LOTS 1 THRU 4 E2W2 E2,642.92,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,202 Stat. 557-579 (1910),128438,Coconino,N,,17N,14E,10,17N - 14E - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,203 Stat. 557-579 (1910),128439,Coconino,N,,17N,14E,24,17N - 14E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,204 Stat. 557-579 (1910),128440,Coconino,N,,17N,13E,10,17N - 13E - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,205 Stat. 557-579 (1910),128441,Coconino,N,,17N,14E,20,17N - 14E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,206 Stat. 557-579 (1910),128442,Coconino,N,,17N,13E,26,17N - 13E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,207 Stat. 557-579 (1910),128443,Coconino,N,,17N,14E,34,17N - 14E - 34,L1 TO 4 N2S2 N2,586.59,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,208 Stat. 557-579 (1910),128444,Coconino,N,,17N,14E,8,17N - 14E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,209 Stat. 557-579 (1910),128445,Coconino,N,,17N,13E,4,17N - 13E - 4,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,210 Stat. 557-579 (1910),128446,Coconino,N,,17N,13E,14,17N - 13E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,211 Stat. 557-579 (1910),128447,Coconino,N,,17N,14E,4,17N - 14E - 4,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,212 Stat. 557-579 (1910),128448,Coconino,N,,17N,14E,22,17N - 14E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,213 Stat. 557-579 (1910),128449,Coconino,N,,17N,14E,6,17N - 14E - 6,L1 TO 4 E2W2 E2,640.36,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,214 Stat. 557-579 (1910),128450,Coconino,N,,17N,14E,26,17N - 14E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,215 Stat. 557-579 (1910),128451,Coconino,N,,19N,14E,10,19N - 14E - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,216 Stat. 557-579 (1910),128457,Coconino,N,,19N,14E,22,19N - 14E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,217 Stat. 557-579 (1910),128458,Coconino,N,,19N,14E,34,19N - 14E - 34,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,218 Stat. 557-579 (1910),128459,Coconino,N,,19N,14E,26,19N - 14E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,219 Stat. 557-579 (1910),128460,Coconino,N,,19N,14E,28,19N - 14E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,220 Stat. 557-579 (1910),128466,Coconino,N,,16N,14E,12,16N - 14E - 12,N2NW,80,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,221 Stat. 557-579 (1910),128653,Coconino,N,,18N,13E,12,18N - 13E - 12,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,222 Stat. 557-579 (1910),128654,Coconino,N,,18N,14E,4,18N - 14E - 4,L1 TO 4 S2N2 S2,675.16,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,223 Stat. 557-579 (1910),128655,Coconino,N,,18N,13E,14,18N - 13E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,224 Stat. 557-579 (1910),128656,Coconino,N,,18N,14E,34,18N - 14E - 34,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,225 Stat. 557-579 (1910),128657,Coconino,N,,18N,14E,8,18N - 14E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,226 Stat. 557-579 (1910),128658,Coconino,N,,18N,13E,22,18N - 13E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,227 Stat. 557-579 (1910),128659,Coconino,N,,18N,14E,30,18N - 14E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,228 Stat. 557-579 (1910),128660,Coconino,N,,18N,13E,24,18N - 13E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,229 Stat. 557-579 (1910),128661,Coconino,N,,18N,13E,34,18N - 13E - 34,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,230 Stat. 557-579 (1910),128662,Coconino,N,,18N,13E,28,18N - 13E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,231 Stat. 557-579 (1910),128663,Coconino,N,,18N,14E,28,18N - 14E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,232 Stat. 557-579 (1910),128667,Coconino,N,,18N,13E,26,18N - 13E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,233 Stat. 557-579 (1910),128668,Coconino,N,,18N,14E,26,18N - 14E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,234 Stat. 557-579 (1910),128669,Coconino,N,,18N,14E,14,18N - 14E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,235 Stat. 557-579 (1910),128670,Coconino,N,,18N,14E,6,18N - 14E - 6,L1 TO 4 S2N2 S2,674.56,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,236 Stat. 557-579 (1910),128671,Coconino,N,,18N,14E,22,18N - 14E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,237 Stat. 557-579 (1910),128672,Coconino,N,,18N,14E,24,18N - 14E - 24,L1 TO 4 W2E2 W2,637.48,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,238 Stat. 557-579 (1910),128673,Coconino,N,,18N,14E,12,18N - 14E - 12,L1 TO 4 W2E2 W2,635.52,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,239 Stat. 557-579 (1910),128674,Coconino,N,,18N,14E,20,18N - 14E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,240 Stat. 557-579 (1910),128675,Coconino,N,,18N,14E,10,18N - 14E - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,241 Stat. 557-579 (1910),128676,Coconino,N,,18N,14E,18,18N - 14E - 18,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,242 Stat. 557-579 (1910),128702,Coconino,N,,19N,14E,18,19N - 14E - 18,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,243 Stat. 557-579 (1910),128703,Coconino,N,,19N,14E,30,19N - 14E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,244 Stat. 557-579 (1910),128974,Coconino,N,,16N,15E,10,16N - 15E - 10,W2W2W2W2 LY W OF COUNTY LINE,26.4,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,245 Stat. 557-579 (1910),129011,Coconino,N,,16N,12E,12,16N - 12E - 12,ALL,640,SCHOOL OF MINES
AZ,State Land Department,Subsurface,246 Stat. 557-579 (1910),129013,Coconino,N,,16N,12E,14,16N - 12E - 14,ALL,640,SCHOOL OF MINES
AZ,State Land Department,Subsurface,247 Stat. 557-579 (1910),129022,Coconino,N,,15N,15E,22,15N - 15E - 22,W2W2W2W2 LY W OF COUNTY LINE,27.79,SCHOOL OF MINES
AZ,State Land Department,Subsurface,248 Stat. 557-579 (1910),129054,Coconino,N,,20N,12E,28,20N - 12E - 28,ALL,640,UNIVERSITY
AZ,State Land Department,Subsurface,249 Stat. 557-579 (1910),129153,Coconino,N,,15N,15E,4,15N - 15E - 4,S2,320,COUNTY BOND
AZ,State Land Department,Subsurface,250 Stat. 557-579 (1910),129187,Coconino,N,,16N,13E,4,16N - 13E - 4,L1 TO 16 S2,914.4,COUNTY BOND
AZ,State Land Department,Subsurface,251 Stat. 557-579 (1910),129188,Coconino,N,,16N,13E,10,16N - 13E - 10,ALL,640,COUNTY BOND
AZ,State Land Department,Subsurface,252 Stat. 557-579 (1910),129189,Coconino,N,,16N,13E,12,16N - 13E - 12,ALL,640,COUNTY BOND
AZ,State Land Department,Subsurface,253 Stat. 557-579 (1910),129190,Coconino,N,,16N,13E,22,16N - 13E - 22,ALL,640,COUNTY BOND
AZ,State Land Department,Subsurface,254 Stat. 557-579 (1910),129191,Coconino,N,,16N,13E,8,16N - 13E - 8,ALL,640,COUNTY BOND
AZ,State Land Department,Subsurface,255 Stat. 557-579 (1910),129193,Coconino,N,,16N,13E,14,16N - 13E - 14,ALL,640,COUNTY BOND
AZ,State Land Department,Subsurface,256 Stat. 557-579 (1910),134378,Navajo,N,,18N,16E,32,18N - 16E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,257 Stat. 557-579 (1910),134380,Navajo,N,,18N,16E,36,18N - 16E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,258 Stat. 557-579 (1910),134383,Navajo,N,,17N,16E,16,17N - 16E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,259 Stat. 557-579 (1910),134473,Navajo,N,,18N,17E,16,18N - 17E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,260 Stat. 557-579 (1910),134475,Navajo,N,,18N,15E,36,18N - 15E - 36,L1-4 W2E2 W2,639.2,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,261 Stat. 557-579 (1910),134478,Navajo,N,,18N,17E,32,18N - 17E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,262 Stat. 557-579 (1910),134482,Navajo,N,,17N,16E,2,17N - 16E - 2,LOTS 1 THRU 4 S2N2 S2,599.44,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,263 Stat. 557-579 (1910),134483,Navajo,N,,17N,15E,2,17N - 15E - 2,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,264 Stat. 557-579 (1910),134491,Navajo,N,,17N,16E,32,17N - 16E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,265 Stat. 557-579 (1910),134492,Navajo,N,,17N,15E,36,17N - 15E - 36,L1-4 N2 N2S2,598.24,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,266 Stat. 557-579 (1910),134501,Navajo,N,,17N,17E,16,17N - 17E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,267 Stat. 557-579 (1910),134527,Navajo,N,,16N,16E,32,16N - 16E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,268 Stat. 557-579 (1910),134528,Navajo,N,,16N,15E,36,16N - 15E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,269 Stat. 557-579 (1910),134534,Navajo,N,,15N,15E,2,15N - 15E - 2,L1 TO 4 S2N2 S2,641.4,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,270 Stat. 557-579 (1910),134535,Navajo,N,,16N,15E,2,16N - 15E - 2,L1-20 S2,1111.56,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,271 Stat. 557-579 (1910),134658,Navajo,N,,17N,16E,8,17N - 16E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,272 Stat. 557-579 (1910),134659,Navajo,N,,17N,15E,14,17N - 15E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,273 Stat. 557-579 (1910),134660,Navajo,N,,17N,16E,30,17N - 16E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,274 Stat. 557-579 (1910),134661,Navajo,N,,17N,16E,34,17N - 16E - 34,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,275 Stat. 557-579 (1910),134663,Navajo,N,,17N,15E,10,17N - 15E - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,276 Stat. 557-579 (1910),134664,Navajo,N,,17N,16E,18,17N - 16E - 18,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,277 Stat. 557-579 (1910),134681,Navajo,N,,17N,15E,28,17N - 15E - 28,PT OF E2E2E2,44.86,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,278 Stat. 557-579 (1910),134762,Navajo,N,,18N,17E,22,18N - 17E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,279 Stat. 557-579 (1910),134763,Navajo,N,,18N,17E,20,18N - 17E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,280 Stat. 557-579 (1910),134770,Navajo,N,,18N,17E,4,18N - 17E - 4,L1 TO 4 S2N2 S2,638.94,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,281 Stat. 557-579 (1910),134771,Navajo,N,,18N,17E,6,18N - 17E - 6,L1 TO 7 S2NE SENW E2SW SE,632.68,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,282 Stat. 557-579 (1910),134776,Navajo,N,,18N,17E,8,18N - 17E - 8,S2SE SW N2N2 S2NW NWSE,520,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,283 Stat. 557-579 (1910),134792,Navajo,N,,17N,17E,4,17N - 17E - 4,LOTS 1 THRU 4 S2N2 S2,629.05,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,284 Stat. 557-579 (1910),134793,Navajo,N,,17N,16E,6,17N - 16E - 6,LOTS 1 THRU 4 S2N2 S2,622.68,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,285 Stat. 557-579 (1910),134795,Navajo,N,,17N,15E,12,17N - 15E - 12,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,286 Stat. 557-579 (1910),134798,Navajo,N,,17N,15E,34,17N - 15E - 34,L1-4 N2 N2S2,594.2,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,287 Stat. 557-579 (1910),134802,Navajo,N,,17N,16E,20,17N - 16E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,288 Stat. 557-579 (1910),134805,Navajo,N,,17N,15E,24,17N - 15E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,289 Stat. 557-579 (1910),134808,Navajo,N,,17N,16E,28,17N - 16E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,290 Stat. 557-579 (1910),134809,Navajo,N,,17N,15E,26,17N - 15E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,291 Stat. 557-579 (1910),134812,Navajo,N,,16N,15E,12,16N - 15E - 12,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,292 Stat. 557-579 (1910),134814,Navajo,N,,16N,16E,18,16N - 16E - 18,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,293 Stat. 557-579 (1910),134816,Navajo,N,,16N,15E,14,16N - 15E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,294 Stat. 557-579 (1910),134821,Navajo,N,,15N,15E,10,15N - 15E - 10,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,608.35,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,295 Stat. 557-579 (1910),134823,Navajo,N,,16N,15E,24,16N - 15E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,296 Stat. 557-579 (1910),134824,Navajo,N,,16N,15E,22,16N - 15E - 22,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,614.59,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,297 Stat. 557-579 (1910),134826,Navajo,N,,16N,16E,30,16N - 16E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,298 Stat. 557-579 (1910),134827,Navajo,N,,16N,15E,26,16N - 15E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,299 Stat. 557-579 (1910),134829,Navajo,N,,16N,15E,34,16N - 15E - 34,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,611.73,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,300 Stat. 557-579 (1910),134832,Navajo,N,,16N,16E,6,16N - 16E - 6,L1-16 S2,877.14,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,301 Stat. 557-579 (1910),134833,Navajo,N,,16N,16E,4,16N - 16E - 4,L1-16 S2,874.92,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,302 Stat. 557-579 (1910),134835,Navajo,N,,16N,16E,8,16N - 16E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,303 Stat. 557-579 (1910),134910,Navajo,N,,16N,15E,10,16N - 15E - 10,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,613.6,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,304 Stat. 557-579 (1910),134923,Navajo,N,,15N,15E,24,15N - 15E - 24,ALL,640,SCHOOL OF MINES
AZ,State Land Department,Subsurface,305 Stat. 557-579 (1910),134924,Navajo,N,,15N,15E,22,15N - 15E - 22,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,612.21,SCHOOL OF MINES
AZ,State Land Department,Subsurface,306 Stat. 557-579 (1910),134925,Navajo,N,,15N,15E,12,15N - 15E - 12,E2,320,SCHOOL OF MINES
AZ,State Land Department,Subsurface,307 Stat. 557-579 (1910),127543,Coconino,N,,26N,8W,2,26N - 8W - 2,LOTS 1 THRU 3 E2SE SWSE,235.69,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,308 Stat. 557-579 (1910),127611,Coconino,N,,27N,7W,16,27N - 7W - 16,L1,6.26,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,309 Stat. 557-579 (1910),127612,Coconino,N,,26N,8W,16,26N - 8W - 16,LOTS 1 THRU 4 SENE S2SW SE,439.58,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,310 Stat. 557-579 (1910),127613,Coconino,N,,25N,9W,2,25N - 9W - 2,LOTS 1 THRU 4 S2N2 S2,638.84,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,311 Stat. 557-579 (1910),127635,Coconino,N,,27N,8W,36,27N - 8W - 36,LOTS 1 THRU 3 SESE,148.96,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,312 Stat. 557-579 (1910),127646,Coconino,N,,26N,9W,36,26N - 9W - 36,LOTS 1 2 E2 S2NW SW,621.28,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,313 Stat. 557-579 (1910),127862,Coconino,N,,29N,6W,36,29N - 6W - 36,LOTS 1 THRU 4 E2E2,285.04,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,314 Stat. 557-579 (1910),127894,Coconino,N,,28N,6W,32,28N - 6W - 32,LOTS 1 THRU 3 NENE S2NE NESW S2SW SE,534.56,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,315 Stat. 557-579 (1910),127917,Coconino,N,,30N,6W,36,30N - 6W - 36,LOTS 1 THRU 4 E2E2,283.08,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,316 Stat. 557-579 (1910),127921,Coconino,N,,31N,6W,36,31N - 6W - 36,LOTS 1 THRU 4 E2E2,277.32,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,317 Stat. 557-579 (1910),127933,Coconino,N,,32N,6W,36,32N - 6W - 36,LOTS 1 THRU 4 E2E2,276.2,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,318 Stat. 557-579 (1910),128205,Coconino,N,,27N,7W,12,27N - 7W - 12,LOT 1 NE NENW S2NW S2,625.32,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,319 Stat. 557-579 (1910),128206,Coconino,N,,27N,7W,14,27N - 7W - 14,LOT 1 NE NENW S2NW S2,639.57,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,320 Stat. 557-579 (1910),128829,Coconino,N,,28N,6W,28,28N - 6W - 28,LOTS 1 THRU 5 SENE NESW S2SW SE,460.2,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,321 Stat. 557-579 (1910),128830,Coconino,N,,28N,6W,22,28N - 6W - 22,LOTS 1 THRU 4 SENE SE SESW,365.44,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,322 Stat. 557-579 (1910),128832,Coconino,N,,28N,6W,12,28N - 6W - 12,LOTS 1 THRU 4 E2,483.79,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,323 Stat. 557-579 (1910),128834,Coconino,N,,28N,6W,14,28N - 6W - 14,LOTS 1 THRU 4 NESE SWSE SESE,260.9,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,324 Stat. 557-579 (1910),133401,Mohave,N,,23N,13W,2,23N - 13W - 2,LOTS 1 2 3 S2NE SENW NESW S2SW SE AND LOT 4 SWNW NWSW LY E OF PAT 620,617.05,PERM COMMON SCHOOLS
