,Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
10188,113,113,65.0,65.0,31,SN31,113065SN31,"LOTS 1,2, NE2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,113065SN31ASENW,231.81,Beadle,,R,Rural Credit
10189,36,36,33.0,33.0,31,SN31,036033SN31,"LOTS 1,2, E2NW - I",E2NW,E½NW¼,AE½NW¼,036033SN31ANENW,151.98,Bennett,,I,Indemnity
10190,36,36,33.0,33.0,31,SN31,036033SN31,"LOTS 1,2, E2NW - I",E2NW,E½NW¼,AE½NW¼,036033SN31ASENW,151.98,Bennett,,I,Indemnity
10191,36,36,38.0,38.0,19,SN19,036038SN19,"LOTS 1,2, E2NW - I",E2NW,E½NW¼,AE½NW¼,036038SN19ANENW,151.82,Bennett,,I,Indemnity
10192,36,36,38.0,38.0,19,SN19,036038SN19,"LOTS 1,2, E2NW - I",E2NW,E½NW¼,AE½NW¼,036038SN19ASENW,151.82,Bennett,,I,Indemnity
10193,37,37,34.0,34.0,7,SN07,037034SN07,"LOTS 1,2, NE4, E2NW - I",E2NW,E½NW¼,AE½NW¼,037034SN07ANENW,318.19,Bennett,,I,Indemnity
10194,37,37,34.0,34.0,7,SN07,037034SN07,"LOTS 1,2, NE4, E2NW - I",E2NW,E½NW¼,AE½NW¼,037034SN07ASENW,318.19,Bennett,,I,Indemnity
10195,93,93,61.0,61.0,20,SN20,093061SN20,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,093061SN20ANENW,160.0,Bon Homme,,R,Rural Credit
10196,93,93,61.0,61.0,20,SN20,093061SN20,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,093061SN20ASENW,160.0,Bon Homme,,R,Rural Credit
10197,109,109,50.0,50.0,31,SN31,109050SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,109050SN31ANENW,173.39,Brookings,,R,Rural Credit
10198,109,109,50.0,50.0,31,SN31,109050SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,109050SN31ASENW,173.39,Brookings,,R,Rural Credit
10199,109,109,51.0,51.0,19,SN19,109051SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,109051SN19ANENW,153.6,Brookings,,R,Rural Credit
10200,109,109,51.0,51.0,19,SN19,109051SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,109051SN19ASENW,153.6,Brookings,,R,Rural Credit
10201,111,111,48.0,48.0,18,SN18,111048SN18,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,111048SN18ANENW,147.79,Brookings,,R,Rural Credit
10202,111,111,48.0,48.0,18,SN18,111048SN18,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,111048SN18ASENW,147.79,Brookings,,R,Rural Credit
10203,112,112,51.0,51.0,7,SN07,112051SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,112051SN07ANENW,150.89,Brookings,,R,Rural Credit
10204,112,112,51.0,51.0,7,SN07,112051SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,112051SN07ASENW,150.89,Brookings,,R,Rural Credit
10205,123,123,64.0,64.0,19,SN19,123064SN19,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,123064SN19ANENW,326.36,Brown,,R,Rural Credit
10206,123,123,64.0,64.0,19,SN19,123064SN19,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,123064SN19ASENW,326.36,Brown,,R,Rural Credit
10207,124,124,61.0,61.0,31,SN31,124061SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,124061SN31ANENW,157.63,Brown,,R,Rural Credit
10208,124,124,61.0,61.0,31,SN31,124061SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,124061SN31ASENW,157.63,Brown,,R,Rural Credit
10209,125,125,61.0,61.0,31,SN31,125061SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,125061SN31ANENW,162.28,Brown,,R,Rural Credit
10210,125,125,61.0,61.0,31,SN31,125061SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,125061SN31ASENW,162.28,Brown,,R,Rural Credit
10211,125,125,65.0,65.0,7,SN07,125065SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,125065SN07ANENW,160.67,Brown,,R,Rural Credit
10212,125,125,65.0,65.0,7,SN07,125065SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,125065SN07ASENW,160.67,Brown,,R,Rural Credit
10213,127,127,63.0,63.0,19,SN19,127063SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,127063SN19ANENW,149.4,Brown,,R,Rural Credit
10214,127,127,63.0,63.0,19,SN19,127063SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,127063SN19ASENW,149.4,Brown,,R,Rural Credit
10215,103,103,68.0,68.0,19,SN19,103068SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,103068SN19ANENW,153.23,Brule,,R,Rural Credit
10216,103,103,68.0,68.0,19,SN19,103068SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,103068SN19ASENW,153.23,Brule,,R,Rural Credit
10217,105,105,67.0,67.0,30,SN30,105067SN30,"LOTS 1,2 NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,105067SN30ANENW,317.24,Brule,,R,Rural Credit
10218,105,105,67.0,67.0,30,SN30,105067SN30,"LOTS 1,2 NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,105067SN30ASENW,317.24,Brule,,R,Rural Credit
10219,105,105,68.0,68.0,30,SN30,105068SN30,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,105068SN30ANENW,162.2,Brule,,R,Rural Credit
10220,105,105,68.0,68.0,30,SN30,105068SN30,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,105068SN30ASENW,162.2,Brule,,R,Rural Credit
10221,106,106,69.0,69.0,31,SN31,106069SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,106069SN31ANENW,150.53,Buffalo,,R,Rural Credit
10222,106,106,69.0,69.0,31,SN31,106069SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,106069SN31ASENW,150.53,Buffalo,,R,Rural Credit
10223,9,9,6.0,6.0,31,SN31,009006SN31,"NW4NE4NE, NW4NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,009006SN31ANENW,130.0,Butte,,R,Rural Credit
10224,9,9,6.0,6.0,31,SN31,009006SN31,"NW4NE4NE, NW4NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,009006SN31ASENW,130.0,Butte,,R,Rural Credit
10225,13,13,8.0,8.0,18,SN18,013008SN18,"LOTS 1,2, NE4, E2NW - I",E2NW,E½NW¼,AE½NW¼,013008SN18ANENW,314.72,Butte,,I,Indemnity
10226,13,13,8.0,8.0,18,SN18,013008SN18,"LOTS 1,2, NE4, E2NW - I",E2NW,E½NW¼,AE½NW¼,013008SN18ASENW,314.72,Butte,,I,Indemnity
10227,14,14,9.0,9.0,31,SN31,014009SN31,"LOT 2, W2NE, SE4NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,014009SN31ANENW,232.04,Butte,,R,Rural Credit
10228,14,14,9.0,9.0,31,SN31,014009SN31,"LOT 2, W2NE, SE4NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,014009SN31ASENW,232.04,Butte,,R,Rural Credit
10229,125,125,76.0,76.0,18,SN18,125076SN18,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,125076SN18ANENW,322.88,Campbell,,R,Rural Credit
10230,125,125,76.0,76.0,18,SN18,125076SN18,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,125076SN18ASENW,322.88,Campbell,,R,Rural Credit
10231,125,125,77.0,77.0,7,SN07,125077SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,125077SN07ANENW,161.64,Campbell,,R,Rural Credit
10232,125,125,77.0,77.0,7,SN07,125077SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,125077SN07ASENW,161.64,Campbell,,R,Rural Credit
10233,127,127,76.0,76.0,8,SN08,127076SN08,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,127076SN08ANENW,240.0,Campbell,,R,Rural Credit
10234,127,127,76.0,76.0,8,SN08,127076SN08,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,127076SN08ASENW,240.0,Campbell,,R,Rural Credit
10235,128,128,79.0,79.0,11,SN11,128079SN11,"S2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,128079SN11ANENW,160.0,Campbell,,R,Rural Credit
10236,128,128,79.0,79.0,11,SN11,128079SN11,"S2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,128079SN11ASENW,160.0,Campbell,,R,Rural Credit
10237,128,128,79.0,79.0,24,SN24,128079SN24,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,128079SN24ANENW,160.0,Campbell,,R,Rural Credit
10238,128,128,79.0,79.0,24,SN24,128079SN24,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,128079SN24ASENW,160.0,Campbell,,R,Rural Credit
10239,117,117,57.0,57.0,31,SN31,117057SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,117057SN31ANENW,160.89,Clark,,R,Rural Credit
10240,117,117,57.0,57.0,31,SN31,117057SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,117057SN31ASENW,160.89,Clark,,R,Rural Credit
10241,6,6,5.0,5.0,7,SN07,006005SN07,"LOTS 1,2, W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,006005SN07ANENW,226.94,Custer,,R,Rural Credit
10242,6,6,5.0,5.0,7,SN07,006005SN07,"LOTS 1,2, W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,006005SN07ASENW,226.94,Custer,,R,Rural Credit
10243,103,103,62.0,62.0,18,SN18,103062SN18,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,103062SN18ANENW,167.25,Davison,,R,Rural Credit
10244,103,103,62.0,62.0,18,SN18,103062SN18,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,103062SN18ASENW,167.25,Davison,,R,Rural Credit
10245,104,104,60.0,60.0,7,SN07,104060SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,104060SN07ANENW,151.93,Davison,,R,Rural Credit
10246,104,104,60.0,60.0,7,SN07,104060SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,104060SN07ASENW,151.93,Davison,,R,Rural Credit
10247,121,121,56.0,56.0,30,SN30,121056SN30,"LOT 3, W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,121056SN30ANENW,200.96,Day,,R,Rural Credit
10248,121,121,56.0,56.0,30,SN30,121056SN30,"LOT 3, W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,121056SN30ASENW,200.96,Day,,R,Rural Credit
10249,121,121,59.0,59.0,31,SN31,121059SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,121059SN31ANENW,160.36,Day,,R,Rural Credit
10250,121,121,59.0,59.0,31,SN31,121059SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,121059SN31ASENW,160.36,Day,,R,Rural Credit
10251,122,122,57.0,57.0,31,SN31,122057SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,122057SN31ANENW,155.8,Day,,R,Rural Credit
10252,122,122,57.0,57.0,31,SN31,122057SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,122057SN31ASENW,155.8,Day,,R,Rural Credit
10253,123,123,59.0,59.0,31,SN31,123059SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,123059SN31ANENW,151.13,Day,,R,Rural Credit
10254,123,123,59.0,59.0,31,SN31,123059SN31,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,123059SN31ASENW,151.13,Day,,R,Rural Credit
10255,124,124,,,16,SN16,124053SN16,"W2NE, E2NW - C",E2NW,E½NW¼,AE½NW¼,124053SN16ANENW,160.0,Day,,C,Common School
10256,124,124,,,16,SN16,124053SN16,"W2NE, E2NW - C",E2NW,E½NW¼,AE½NW¼,124053SN16ASENW,160.0,Day,,C,Common School
10257,124,124,55.0,55.0,13,SN13,124055SN13,"LOTS 1,2, W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,124055SN13ANENW,239.23,Day,,R,Rural Credit
10258,124,124,55.0,55.0,13,SN13,124055SN13,"LOTS 1,2, W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,124055SN13ASENW,239.23,Day,,R,Rural Credit
10259,116,116,47.0,47.0,28,SN28,116047SN28,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,116047SN28ANENW,160.0,Deuel,,R,Rural Credit
10260,116,116,47.0,47.0,28,SN28,116047SN28,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,116047SN28ASENW,160.0,Deuel,,R,Rural Credit
10261,116,116,49.0,49.0,18,SN18,116049SN18,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,116049SN18ANENW,140.91,Deuel,,R,Rural Credit
10262,116,116,49.0,49.0,18,SN18,116049SN18,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,116049SN18ASENW,140.91,Deuel,,R,Rural Credit
10263,13,13,22.0,22.0,7,SN07,013022SN07,"LOTS 1,2, NE4, E2NW - I",E2NW,E½NW¼,AE½NW¼,013022SN07ANENW,317.82,Dewey,,I,Indemnity
10264,13,13,22.0,22.0,7,SN07,013022SN07,"LOTS 1,2, NE4, E2NW - I",E2NW,E½NW¼,AE½NW¼,013022SN07ASENW,317.82,Dewey,,I,Indemnity
10265,13,13,23.0,23.0,31,SN31,013023SN31,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,013023SN31ANENW,319.7,Dewey,,R,Rural Credit
10266,13,13,23.0,23.0,31,SN31,013023SN31,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,013023SN31ASENW,319.7,Dewey,,R,Rural Credit
10267,15,15,22.0,22.0,31,SN31,015022SN31,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,015022SN31ANENW,313.8,Dewey,,R,Rural Credit
10268,15,15,22.0,22.0,31,SN31,015022SN31,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,015022SN31ASENW,313.8,Dewey,,R,Rural Credit
10269,15,15,24.0,24.0,7,SN07,015024SN07,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,015024SN07ANENW,313.24,Dewey,,R,Rural Credit
10270,15,15,24.0,24.0,7,SN07,015024SN07,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,015024SN07ASENW,313.24,Dewey,,R,Rural Credit
10271,16,16,24.0,24.0,7,SN07,016024SN07,"LOTS 1,2, E2NW - I",E2NW,E½NW¼,AE½NW¼,016024SN07ANENW,150.6,Dewey,,I,Indemnity
10272,16,16,24.0,24.0,7,SN07,016024SN07,"LOTS 1,2, E2NW - I",E2NW,E½NW¼,AE½NW¼,016024SN07ASENW,150.6,Dewey,,I,Indemnity
10273,16,16,25.0,25.0,31,SN31,016025SN31,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,016025SN31ANENW,310.67,Dewey,,R,Rural Credit
10274,16,16,25.0,25.0,31,SN31,016025SN31,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,016025SN31ASENW,310.67,Dewey,,R,Rural Credit
10275,17,17,24.0,24.0,18,SN18,017024SN18,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,017024SN18ANENW,156.89,Dewey,,R,Rural Credit
10276,17,17,24.0,24.0,18,SN18,017024SN18,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,017024SN18ASENW,156.89,Dewey,,R,Rural Credit
10277,17,17,24.0,24.0,19,SN19,017024SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,017024SN19ANENW,157.6,Dewey,,R,Rural Credit
10278,17,17,24.0,24.0,19,SN19,017024SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,017024SN19ASENW,157.6,Dewey,,R,Rural Credit
10279,17,17,27.0,27.0,30,SN30,017027SN30,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,017027SN30ANENW,319.8,Dewey,,R,Rural Credit
10280,17,17,27.0,27.0,30,SN30,017027SN30,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,017027SN30ASENW,319.8,Dewey,,R,Rural Credit
10281,121,121,69.0,69.0,19,SN19,121069SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,121069SN19ANENW,159.45,Edmunds,,R,Rural Credit
10282,121,121,69.0,69.0,19,SN19,121069SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,121069SN19ASENW,159.45,Edmunds,,R,Rural Credit
10283,118,118,69.0,69.0,23,SN23,118069SN23,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,118069SN23ANENW,240.0,Faulk,,R,Rural Credit
10284,118,118,69.0,69.0,23,SN23,118069SN23,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,118069SN23ASENW,240.0,Faulk,,R,Rural Credit
10285,119,119,71.0,71.0,19,SN19,119071SN19,"LOTS 1,2, E2NW - A",E2NW,E½NW¼,AE½NW¼,119071SN19ANENW,159.41,Faulk,,A,College of Agriculture
10286,119,119,71.0,71.0,19,SN19,119071SN19,"LOTS 1,2, E2NW - A",E2NW,E½NW¼,AE½NW¼,119071SN19ASENW,159.41,Faulk,,A,College of Agriculture
10287,120,120,70.0,70.0,19,SN19,120070SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,120070SN19ANENW,137.65,Faulk,,R,Rural Credit
10288,120,120,70.0,70.0,19,SN19,120070SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,120070SN19ASENW,137.65,Faulk,,R,Rural Credit
10289,120,120,71.0,71.0,18,SN18,120071SN18,"LOTS 1,2, E2NW - A",E2NW,E½NW¼,AE½NW¼,120071SN18ANENW,156.93,Faulk,,A,College of Agriculture
10290,120,120,71.0,71.0,18,SN18,120071SN18,"LOTS 1,2, E2NW - A",E2NW,E½NW¼,AE½NW¼,120071SN18ASENW,156.93,Faulk,,A,College of Agriculture
10291,95,95,68.0,68.0,7,SN07,095068SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,095068SN07ANENW,160.3,Gregory,,R,Rural Credit
10292,95,95,68.0,68.0,7,SN07,095068SN07,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,095068SN07ASENW,160.3,Gregory,,R,Rural Credit
10293,95,95,68.0,68.0,32,SN32,095068SN32,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,095068SN32ANENW,160.0,Gregory,,R,Rural Credit
10294,95,95,68.0,68.0,32,SN32,095068SN32,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,095068SN32ASENW,160.0,Gregory,,R,Rural Credit
10295,95,95,73.0,73.0,22,SN22,095073SN22,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,095073SN22ANENW,240.0,Gregory,,R,Rural Credit
10296,95,95,73.0,73.0,22,SN22,095073SN22,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,095073SN22ASENW,240.0,Gregory,,R,Rural Credit
10297,95,95,73.0,73.0,31,SN31,095073SN31,"LOTS 4,5,6, E2NW - R",E2NW,E½NW¼,AE½NW¼,095073SN31ANENW,231.9,Gregory,,R,Rural Credit
10298,95,95,73.0,73.0,31,SN31,095073SN31,"LOTS 4,5,6, E2NW - R",E2NW,E½NW¼,AE½NW¼,095073SN31ASENW,231.9,Gregory,,R,Rural Credit
10299,95,95,69.0,69.0,7,SN07,095069SN07,"LOTS 1,2, W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,095069SN07ANENW,238.11,Gregory,,R,Rural Credit
10300,95,95,69.0,69.0,7,SN07,095069SN07,"LOTS 1,2, W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,095069SN07ASENW,238.11,Gregory,,R,Rural Credit
10301,96,96,72.0,72.0,36,SN36,096072SN36,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,096072SN36ANENW,160.0,Gregory,,R,Rural Credit
10302,96,96,72.0,72.0,36,SN36,096072SN36,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,096072SN36ASENW,160.0,Gregory,,R,Rural Credit
10303,97,97,68.0,68.0,33,SN33,097068SN33,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,097068SN33ANENW,160.0,Gregory,,R,Rural Credit
10304,97,97,68.0,68.0,33,SN33,097068SN33,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,097068SN33ASENW,160.0,Gregory,,R,Rural Credit
10305,97,97,71.0,71.0,11,SN11,097071SN11,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,097071SN11ANENW,240.0,Gregory,,R,Rural Credit
10306,97,97,71.0,71.0,11,SN11,097071SN11,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,097071SN11ASENW,240.0,Gregory,,R,Rural Credit
10307,97,97,73.0,73.0,30,SN30,097073SN30,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,097073SN30ANENW,159.0,Gregory,,R,Rural Credit
10308,97,97,73.0,73.0,30,SN30,097073SN30,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,097073SN30ASENW,159.0,Gregory,,R,Rural Credit
10309,98,98,70.0,70.0,29,SN29,098070SN29,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,098070SN29ANENW,160.0,Gregory,,R,Rural Credit
10310,98,98,70.0,70.0,29,SN29,098070SN29,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,098070SN29ASENW,160.0,Gregory,,R,Rural Credit
10311,99,99,70.0,70.0,19,SN19,099070SN19,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,099070SN19ANENW,314.33,Gregory,,R,Rural Credit
10312,99,99,70.0,70.0,19,SN19,099070SN19,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,099070SN19ASENW,314.33,Gregory,,R,Rural Credit
10313,1,1,18.0,18.0,8,SN08,001018SN08,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,001018SN08ANENW,160.0,Haakon,,R,Rural Credit
10314,1,1,18.0,18.0,8,SN08,001018SN08,"W2NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,001018SN08ASENW,160.0,Haakon,,R,Rural Credit
10315,1,1,18.0,18.0,19,SN19,001018SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,001018SN19ANENW,157.4,Haakon,,R,Rural Credit
10316,1,1,18.0,18.0,19,SN19,001018SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,001018SN19ASENW,157.4,Haakon,,R,Rural Credit
10317,2,2,18.0,18.0,19,SN19,002018SN19,"LOTS 1,2, NW4NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,002018SN19ANENW,194.9,Haakon,,R,Rural Credit
10318,2,2,18.0,18.0,19,SN19,002018SN19,"LOTS 1,2, NW4NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,002018SN19ASENW,194.9,Haakon,,R,Rural Credit
10319,3,3,18.0,18.0,30,SN30,003018SN30,"LOTS 1,2,3, E2NW - R",E2NW,E½NW¼,AE½NW¼,003018SN30ANENW,190.7,Haakon,,R,Rural Credit
10320,3,3,18.0,18.0,30,SN30,003018SN30,"LOTS 1,2,3, E2NW - R",E2NW,E½NW¼,AE½NW¼,003018SN30ASENW,190.7,Haakon,,R,Rural Credit
10321,3,3,24.0,24.0,30,SN30,003024SN30,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,003024SN30ANENW,309.2,Haakon,,R,Rural Credit
10322,3,3,24.0,24.0,30,SN30,003024SN30,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,003024SN30ASENW,309.2,Haakon,,R,Rural Credit
10323,4,4,20.0,20.0,18,SN18,004020SN18,"LOTS 1,2,3, E2NW - R",E2NW,E½NW¼,AE½NW¼,004020SN18ANENW,172.97,Haakon,,R,Rural Credit
10324,4,4,20.0,20.0,18,SN18,004020SN18,"LOTS 1,2,3, E2NW - R",E2NW,E½NW¼,AE½NW¼,004020SN18ASENW,172.97,Haakon,,R,Rural Credit
10325,4,4,21.0,21.0,13,SN13,004021SN13,"SW4NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,004021SN13ANENW,120.0,Haakon,,R,Rural Credit
10326,4,4,21.0,21.0,13,SN13,004021SN13,"SW4NE, E2NW - R",E2NW,E½NW¼,AE½NW¼,004021SN13ASENW,120.0,Haakon,,R,Rural Credit
10327,4,4,21.0,21.0,20,SN20,004021SN20,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,004021SN20ANENW,240.0,Haakon,,R,Rural Credit
10328,4,4,21.0,21.0,20,SN20,004021SN20,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,004021SN20ASENW,240.0,Haakon,,R,Rural Credit
10329,4,4,22.0,22.0,19,SN19,004022SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,004022SN19ANENW,149.85,Haakon,,R,Rural Credit
10330,4,4,22.0,22.0,19,SN19,004022SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,004022SN19ASENW,149.85,Haakon,,R,Rural Credit
10331,5,5,22.0,22.0,30,SN30,005022SN30,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,005022SN30ANENW,240.0,Haakon,,R,Rural Credit
10332,5,5,22.0,22.0,30,SN30,005022SN30,"NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,005022SN30ASENW,240.0,Haakon,,R,Rural Credit
10333,5,5,23.0,23.0,30,SN30,005023SN30,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,005023SN30ANENW,318.88,Haakon,,R,Rural Credit
10334,5,5,23.0,23.0,30,SN30,005023SN30,"LOTS 1,2, NE4, E2NW - R",E2NW,E½NW¼,AE½NW¼,005023SN30ASENW,318.88,Haakon,,R,Rural Credit
10335,5,5,24.0,24.0,19,SN19,005024SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,005024SN19ANENW,156.41,Haakon,,R,Rural Credit
10336,5,5,24.0,24.0,19,SN19,005024SN19,"LOTS 1,2, E2NW - R",E2NW,E½NW¼,AE½NW¼,005024SN19ASENW,156.41,Haakon,,R,Rural Credit
