Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
105,105,71,71,11,SN11,105071SN11,E2 - R,E2 ,E½,AE½,105071SN11AE½,320,Brule,,R,Rural Credit
105,105,71,71,12,SN12,105071SN12,E2 - R,E2 ,E½,AE½,105071SN12AE½,320,Brule,,R,Rural Credit
106,106,69,69,23,SN23,106069SN23,E2 - R,E2 ,E½,AE½,106069SN23AE½,320,Buffalo,,R,Rural Credit
107,107,68,68,25,SN25,107068SN25,E2 - R,E2 ,E½,AE½,107068SN25AE½,320,Buffalo,,R,Rural Credit
108,108,69,69,9,SN09,108069SN09,E2 - R,E2 ,E½,AE½,108069SN09AE½,320,Buffalo,,R,Rural Credit
108,108,69,69,21,SN21,108069SN21,E2 - R,E2 ,E½,AE½,108069SN21AE½,320,Buffalo,,R,Rural Credit
11,11,1,1,35,SN35,011001SN35,E2 - I,E2 ,E½,AE½,011001SN35AE½,320,Butte,,I,Indemnity
14,14,8,8,28,SN28,014008SN28,E2 - I,E2 ,E½,AE½,014008SN28AE½,320,Butte,,I,Indemnity
125,125,76,76,23,SN23,125076SN23,E2 - R,E2 ,E½,AE½,125076SN23AE½,320,Campbell,,R,Rural Credit
126,126,75,75,32,SN32,126075SN32,E2 - R,E2 ,E½,AE½,126075SN32AE½,320,Campbell,,R,Rural Credit
126,126,78,78,22,SN22,126078SN22,E2 - I,E2 ,E½,AE½,126078SN22AE½,320,Campbell,,I,Indemnity
128,128,78,78,35,SN35,128078SN35,E2 - R,E2 ,E½,AE½,128078SN35AE½,320,Campbell,,R,Rural Credit
128,128,79,79,16,SN16,128079SN16,E2 - C,E2 ,E½,AE½,128079SN16AE½,320,Campbell,,C,Common School
118,118,57,57,17,SN17,118057SN17,E2 - R,E2 ,E½,AE½,118057SN17AE½,320,Clark,,R,Rural Credit
118,118,57,57,31,SN31,118057SN31,E2 - R,E2 ,E½,AE½,118057SN31AE½,320,Clark,,R,Rural Credit
119,119,57,57,14,SN14,119057SN14,E2 - R,E2 ,E½,AE½,119057SN14AE½,320,Clark,,R,Rural Credit
119,119,59,59,14,SN14,119059SN14,E2 - A,E2 ,E½,AE½,119059SN14AE½,320,Clark,,A,College of Agriculture
118,118,51,51,27,SN27,118051SN27,E2 - R,E2 ,E½,AE½,118051SN27AE½,320,Codington,,R,Rural Credit
120,120,54,54,30,SN30,120054SN30,E2 - R,E2 ,E½,AE½,120054SN30AE½,320,Day,,R,Rural Credit
120,120,59,59,8,SN08,120059SN08,E2 - R,E2 ,E½,AE½,120059SN08AE½,320,Day,,R,Rural Credit
120,120,59,59,36,SN36,120059SN36,E2 - C,E2 ,E½,AE½,120059SN36AE½,320,Day,,C,Common School
122,122,59,59,19,SN19,122059SN19,E2 - R,E2 ,E½,AE½,122059SN19AE½,320,Day,,R,Rural Credit
123,123,59,59,29,SN29,123059SN29,E2 - R,E2 ,E½,AE½,123059SN29AE½,320,Day,,R,Rural Credit
13,13,23,23,23,SN23,013023SN23,E2 - I,E2 ,E½,AE½,013023SN23AE½,320,Dewey,,I,Indemnity
14,14,22,22,14,SN14,014022SN14,E2 - I,E2 ,E½,AE½,014022SN14AE½,320,Dewey,,I,Indemnity
16,16,22,22,20,SN20,016022SN20,E2 - I,E2 ,E½,AE½,016022SN20AE½,320,Dewey,,I,Indemnity
16,16,22,22,35,SN35,016022SN35,E2 - R,E2 ,E½,AE½,016022SN35AE½,320,Dewey,,R,Rural Credit
16,16,25,25,29,SN29,016025SN29,E2 - R,E2 ,E½,AE½,016025SN29AE½,320,Dewey,,R,Rural Credit
16,16,27,27,25,SN25,016027SN25,E2 - R,E2 ,E½,AE½,016027SN25AE½,320,Dewey,,R,Rural Credit
17,17,22,22,14,SN14,017022SN14,E2 - R,E2 ,E½,AE½,017022SN14AE½,320,Dewey,,R,Rural Credit
17,17,23,23,9,SN09,017023SN09,E2 - R,E2 ,E½,AE½,017023SN09AE½,320,Dewey,,R,Rural Credit
17,17,24,24,25,SN25,017024SN25,E2 - I,E2 ,E½,AE½,017024SN25AE½,320,Dewey,,I,Indemnity
17,17,25,25,30,SN30,017025SN30,E2 - I,E2 ,E½,AE½,017025SN30AE½,320,Dewey,,I,Indemnity
121,121,70,70,26,SN26,121070SN26,E2 - R,E2 ,E½,AE½,121070SN26AE½,320,Edmunds,,R,Rural Credit
121,121,73,73,23,SN23,121073SN23,E2 - R,E2 ,E½,AE½,121073SN23AE½,320,Edmunds,,R,Rural Credit
122,122,66,66,32,SN32,122066SN32,E2 - R,E2 ,E½,AE½,122066SN32AE½,320,Edmunds,,R,Rural Credit
122,122,67,67,19,SN19,122067SN19,E2 - R,E2 ,E½,AE½,122067SN19AE½,320,Edmunds,,R,Rural Credit
122,122,71,71,12,SN12,122071SN12,E2 - R,E2 ,E½,AE½,122071SN12AE½,320,Edmunds,,R,Rural Credit
122,122,73,73,10,SN10,122073SN10,E2 - N,E2 ,E½,AE½,122073SN10AE½,320,Edmunds,,N,Normal School
122,122,73,73,15,SN15,122073SN15,E2 - N,E2 ,E½,AE½,122073SN15AE½,320,Edmunds,,N,Normal School
123,123,66,66,30,SN30,123066SN30,E2 - R,E2 ,E½,AE½,123066SN30AE½,320,Edmunds,,R,Rural Credit
123,123,67,67,34,SN34,123067SN34,E2 - R,E2 ,E½,AE½,123067SN34AE½,320,Edmunds,,R,Rural Credit
123,123,70,70,12,SN12,123070SN12,E2 - R,E2 ,E½,AE½,123070SN12AE½,320,Edmunds,,R,Rural Credit
123,123,73,73,34,SN34,123073SN34,E2 - A,E2 ,E½,AE½,123073SN34AE½,320,Edmunds,,A,College of Agriculture
124,124,68,68,13,SN13,124068SN13,E2 - R,E2 ,E½,AE½,124068SN13AE½,320,Edmunds,,R,Rural Credit
124,124,69,69,9,SN09,124069SN09,E2 - R,E2 ,E½,AE½,124069SN09AE½,320,Edmunds,,R,Rural Credit
124,124,70,70,27,SN27,124070SN27,E2 - I,E2 ,E½,AE½,124070SN27AE½,320,Edmunds,,I,Indemnity
117,117,68,68,26,SN26,117068SN26,E2 - R,E2 ,E½,AE½,117068SN26AE½,320,Faulk,,R,Rural Credit
117,117,71,71,15,SN15,117071SN15,E2 - N,E2 ,E½,AE½,117071SN15AE½,320,Faulk,,N,Normal School
117,117,71,71,34,SN34,117071SN34,E2 - N,E2 ,E½,AE½,117071SN34AE½,320,Faulk,,N,Normal School
117,117,72,72,30,SN30,117072SN30,E2 - N,E2 ,E½,AE½,117072SN30AE½,320,Faulk,,N,Normal School
118,118,66,66,31,SN31,118066SN31,E2 - R,E2 ,E½,AE½,118066SN31AE½,320,Faulk,,R,Rural Credit
118,118,69,69,9,SN09,118069SN09,E2 - R,E2 ,E½,AE½,118069SN09AE½,320,Faulk,,R,Rural Credit
120,120,70,70,33,SN33,120070SN33,E2 - R,E2 ,E½,AE½,120070SN33AE½,320,Faulk,,R,Rural Credit
120,120,71,71,19,SN19,120071SN19,E2 - R,E2 ,E½,AE½,120071SN19AE½,320,Faulk,,R,Rural Credit
120,120,71,71,33,SN33,120071SN33,E2 - R,E2 ,E½,AE½,120071SN33AE½,320,Faulk,,R,Rural Credit
120,120,72,72,32,SN32,120072SN32,E2 - I,E2 ,E½,AE½,120072SN32AE½,320,Faulk,,I,Indemnity
118,118,50,50,7,SN07,118050SN07,E2 - R,E2 ,E½,AE½,118050SN07AE½,320,Grant,,R,Rural Credit
119,119,50,50,14,SN14,119050SN14,E2 - R,E2 ,E½,AE½,119050SN14AE½,320,Grant,,R,Rural Credit
120,120,52,52,19,SN19,120052SN19,E2 - R,E2 ,E½,AE½,120052SN19AE½,320,Grant,,R,Rural Credit
95,95,70,70,2,SN02,095070SN02,E2 - R,E2 ,E½,AE½,095070SN02AE½,320,Gregory,,R,Rural Credit
95,95,72,72,24,SN24,095072SN24,E2 - R,E2 ,E½,AE½,095072SN24AE½,320,Gregory,,R,Rural Credit
95,95,73,73,12,SN12,095073SN12,E2 - R,E2 ,E½,AE½,095073SN12AE½,320,Gregory,,R,Rural Credit
97,97,70,70,36,SN36,097070SN36,E2 - C,E2 ,E½,AE½,097070SN36AE½,320,Gregory,,C,Common School
98,98,73,73,13,SN13,098073SN13,E2 - R,E2 ,E½,AE½,098073SN13AE½,320,Gregory,,R,Rural Credit
2,2,18,18,12,SN12,002018SN12,E2 - R,E2 ,E½,AE½,002018SN12AE½,320,Haakon,,R,Rural Credit
2,2,19,19,22,SN22,002019SN22,E2 - I,E2 ,E½,AE½,002019SN22AE½,320,Haakon,,I,Indemnity
2,2,19,19,27,SN27,002019SN27,E2 - I,E2 ,E½,AE½,002019SN27AE½,320,Haakon,,I,Indemnity
2,2,21,21,18,SN18,002021SN18,E2 - R,E2 ,E½,AE½,002021SN18AE½,320,Haakon,,R,Rural Credit
3,3,18,18,17,SN17,003018SN17,E2 - R,E2 ,E½,AE½,003018SN17AE½,320,Haakon,,R,Rural Credit
3,3,19,19,20,SN20,003019SN20,E2 - R,E2 ,E½,AE½,003019SN20AE½,320,Haakon,,R,Rural Credit
3,3,22,22,19,SN19,003022SN19,E2 - R,E2 ,E½,AE½,003022SN19AE½,320,Haakon,,R,Rural Credit
4,4,19,19,18,SN18,004019SN18,E2 - R,E2 ,E½,AE½,004019SN18AE½,320,Haakon,,R,Rural Credit
5,5,19,19,26,SN26,005019SN26,E2 - R,E2 ,E½,AE½,005019SN26AE½,320,Haakon,,R,Rural Credit
5,5,23,23,13,SN13,005023SN13,E2 - R,E2 ,E½,AE½,005023SN13AE½,320,Haakon,,R,Rural Credit
109,109,67,67,9,SN09,109067SN09,E2 - R,E2 ,E½,AE½,109067SN09AE½,320,Hand,,R,Rural Credit
109,109,68,68,32,SN32,109068SN32,E2 - R,E2 ,E½,AE½,109068SN32AE½,320,Hand,,R,Rural Credit
109,109,70,70,24,SN24,109070SN24,E2 - R,E2 ,E½,AE½,109070SN24AE½,320,Hand,,R,Rural Credit
110,110,66,66,18,SN18,110066SN18,E2 - R,E2 ,E½,AE½,110066SN18AE½,320,Hand,,R,Rural Credit
110,110,69,69,9,SN09,110069SN09,E2 - D,E2 ,E½,AE½,110069SN09AE½,320,Hand,,D,School for the Deaf
110,110,70,70,8,SN08,110070SN08,E2 - R,E2 ,E½,AE½,110070SN08AE½,320,Hand,,R,Rural Credit
110,110,70,70,14,SN14,110070SN14,E2 - R,E2 ,E½,AE½,110070SN14AE½,320,Hand,,R,Rural Credit
111,111,66,66,11,SN11,111066SN11,E2 - R,E2 ,E½,AE½,111066SN11AE½,320,Hand,,R,Rural Credit
111,111,66,66,18,SN18,111066SN18,E2 - R,E2 ,E½,AE½,111066SN18AE½,320,Hand,,R,Rural Credit
111,111,68,68,21,SN21,111068SN21,E2 - R,E2 ,E½,AE½,111068SN21AE½,320,Hand,,R,Rural Credit
111,111,69,69,34,SN34,111069SN34,E2 - R,E2 ,E½,AE½,111069SN34AE½,320,Hand,,R,Rural Credit
112,112,69,69,18,SN18,112069SN18,E2 - R,E2 ,E½,AE½,112069SN18AE½,320,Hand,,R,Rural Credit
112,112,69,69,27,SN27,112069SN27,E2 - R,E2 ,E½,AE½,112069SN27AE½,320,Hand,,R,Rural Credit
112,112,70,70,19,SN19,112070SN19,E2 - R,E2 ,E½,AE½,112070SN19AE½,320,Hand,,R,Rural Credit
112,112,70,70,27,SN27,112070SN27,E2 - R,E2 ,E½,AE½,112070SN27AE½,320,Hand,,R,Rural Credit
113,113,68,68,12,SN12,113068SN12,E2 - R,E2 ,E½,AE½,113068SN12AE½,320,Hand,,R,Rural Credit
113,113,69,69,13,SN13,113069SN13,E2 - R,E2 ,E½,AE½,113069SN13AE½,320,Hand,,R,Rural Credit
114,114,67,67,14,SN14,114067SN14,E2 - R,E2 ,E½,AE½,114067SN14AE½,320,Hand,,R,Rural Credit
115,115,67,67,27,SN27,115067SN27,E2 - R,E2 ,E½,AE½,115067SN27AE½,320,Hand,,R,Rural Credit
115,115,67,67,30,SN30,115067SN30,E2 - R,E2 ,E½,AE½,115067SN30AE½,320,Hand,,R,Rural Credit
115,115,70,70,15,SN15,115070SN15,E2 - R,E2 ,E½,AE½,115070SN15AE½,320,Hand,,R,Rural Credit
115,115,70,70,21,SN21,115070SN21,E2 - R,E2 ,E½,AE½,115070SN21AE½,320,Hand,,R,Rural Credit
116,116,68,68,32,SN32,116068SN32,E2 - R,E2 ,E½,AE½,116068SN32AE½,320,Hand,,R,Rural Credit
116,116,70,70,7,SN07,116070SN07,E2 - R,E2 ,E½,AE½,116070SN07AE½,320,Hand,,R,Rural Credit
116,116,70,70,20,SN20,116070SN20,E2 - R,E2 ,E½,AE½,116070SN20AE½,320,Hand,,R,Rural Credit
116,116,70,70,35,SN35,116070SN35,E2 - M,E2 ,E½,AE½,116070SN35AE½,320,Hand,,M,School of Mines
104,104,58,58,25,SN25,104058SN25,E2 - R,E2 ,E½,AE½,104058SN25AE½,320,Hanson,,R,Rural Credit
108,108,74,74,13,SN13,108074SN13,E2 - R,E2 ,E½,AE½,108074SN13AE½,320,Hughes,,R,Rural Credit
110,110,75,75,31,SN31,110075SN31,E2 - R,E2 ,E½,AE½,110075SN31AE½,320,Hughes,,R,Rural Credit
110,110,76,76,20,SN20,110076SN20,E2 - R,E2 ,E½,AE½,110076SN20AE½,320,Hughes,,R,Rural Credit
110,110,76,76,36,SN36,110076SN36,E2 - C,E2 ,E½,AE½,110076SN36AE½,320,Hughes,,C,Common School
111,111,74,74,12,SN12,111074SN12,E2 - R,E2 ,E½,AE½,111074SN12AE½,320,Hughes,,R,Rural Credit
111,111,74,74,20,SN20,111074SN20,E2 - E,E2 ,E½,AE½,111074SN20AE½,320,Hughes,,E,#NAME?
111,111,78,78,26,SN26,111078SN26,E2 - R,E2 ,E½,AE½,111078SN26AE½,320,Hughes,,R,Rural Credit
112,112,80,80,13,SN13,112080SN13,E2 - R,E2 ,E½,AE½,112080SN13AE½,320,Hughes,,R,Rural Credit
110,110,71,71,10,SN10,110071SN10,E2 - R,E2 ,E½,AE½,110071SN10AE½,320,Hyde,,R,Rural Credit
111,111,71,71,7,SN07,111071SN07,E2 - R,E2 ,E½,AE½,111071SN07AE½,320,Hyde,,R,Rural Credit
112,112,71,71,14,SN14,112071SN14,E2 - R,E2 ,E½,AE½,112071SN14AE½,320,Hyde,,R,Rural Credit
112,112,72,72,22,SN22,112072SN22,E2 - R,E2 ,E½,AE½,112072SN22AE½,320,Hyde,,R,Rural Credit
112,112,72,72,24,SN24,112072SN24,E2 - R,E2 ,E½,AE½,112072SN24AE½,320,Hyde,,R,Rural Credit
113,113,72,72,14,SN14,113072SN14,E2 - R,E2 ,E½,AE½,113072SN14AE½,320,Hyde,,R,Rural Credit
113,113,72,72,34,SN34,113072SN34,E2 - R,E2 ,E½,AE½,113072SN34AE½,320,Hyde,,R,Rural Credit
114,114,71,71,17,SN17,114071SN17,E2 - N,E2 ,E½,AE½,114071SN17AE½,320,Hyde,,N,Normal School
114,114,72,72,34,SN34,114072SN34,E2 - R,E2 ,E½,AE½,114072SN34AE½,320,Hyde,,R,Rural Credit
114,114,73,73,13,SN13,114073SN13,E2 - R,E2 ,E½,AE½,114073SN13AE½,320,Hyde,,R,Rural Credit
114,114,73,73,24,SN24,114073SN24,E2 - R,E2 ,E½,AE½,114073SN24AE½,320,Hyde,,R,Rural Credit
115,115,72,72,15,SN15,115072SN15,E2 - R,E2 ,E½,AE½,115072SN15AE½,320,Hyde,,R,Rural Credit
115,115,72,72,31,SN31,115072SN31,E2 - R,E2 ,E½,AE½,115072SN31AE½,320,Hyde,,R,Rural Credit
116,116,71,71,8,SN08,116071SN08,E2 - R,E2 ,E½,AE½,116071SN08AE½,320,Hyde,,R,Rural Credit
116,116,72,72,14,SN14,116072SN14,E2 - N,E2 ,E½,AE½,116072SN14AE½,320,Hyde,,N,Normal School
116,116,72,72,24,SN24,116072SN24,E2 - R,E2 ,E½,AE½,116072SN24AE½,320,Hyde,,R,Rural Credit
116,116,72,72,34,SN34,116072SN34,E2 - N,E2 ,E½,AE½,116072SN34AE½,320,Hyde,,N,Normal School
116,116,73,73,10,SN10,116073SN10,E2 - A,E2 ,E½,AE½,116073SN10AE½,320,Hyde,,A,College of Agriculture
116,116,73,73,15,SN15,116073SN15,E2 - A,E2 ,E½,AE½,116073SN15AE½,320,Hyde,,A,College of Agriculture
116,116,73,73,32,SN32,116073SN32,E2 - I,E2 ,E½,AE½,116073SN32AE½,320,Hyde,,I,Indemnity
1,1,20,20,25,SN25,001020SN25,E2 - R,E2 ,E½,AE½,001020SN25AE½,320,Jackson,,R,Rural Credit
1,1,22,22,22,SN22,001022SN22,E2 - R,E2 ,E½,AE½,001022SN22AE½,320,Jackson,,R,Rural Credit
106,106,65,65,29,SN29,106065SN29,E2 - R,E2 ,E½,AE½,106065SN29AE½,320,Jerauld,,R,Rural Credit
106,106,65,65,33,SN33,106065SN33,E2 - R,E2 ,E½,AE½,106065SN33AE½,320,Jerauld,,R,Rural Credit
107,107,63,63,9,SN09,107063SN09,E2 - R,E2 ,E½,AE½,107063SN09AE½,320,Jerauld,,R,Rural Credit
107,107,63,63,11,SN11,107063SN11,E2 - R,E2 ,E½,AE½,107063SN11AE½,320,Jerauld,,R,Rural Credit
107,107,65,65,32,SN32,107065SN32,E2 - R,E2 ,E½,AE½,107065SN32AE½,320,Jerauld,,R,Rural Credit
107,107,65,65,35,SN35,107065SN35,E2 - R,E2 ,E½,AE½,107065SN35AE½,320,Jerauld,,R,Rural Credit
107,107,66,66,19,SN19,107066SN19,E2 - R,E2 ,E½,AE½,107066SN19AE½,320,Jerauld,,R,Rural Credit
107,107,67,67,19,SN19,107067SN19,E2 - R,E2 ,E½,AE½,107067SN19AE½,320,Jerauld,,R,Rural Credit
108,108,66,66,15,SN15,108066SN15,E2 - R,E2 ,E½,AE½,108066SN15AE½,320,Jerauld,,R,Rural Credit
1,1,28,28,31,SN31,001028SN31,E2 - R,E2 ,E½,AE½,001028SN31AE½,320,Jones,,R,Rural Credit
2,2,30,30,11,SN11,002030SN11,E2 - R,E2 ,E½,AE½,002030SN11AE½,320,Jones,,R,Rural Credit
2,2,30,30,20,SN20,002030SN20,E2 - R,E2 ,E½,AE½,002030SN20AE½,320,Jones,,R,Rural Credit
2,2,31,31,19,SN19,002031SN19,E2 - R,E2 ,E½,AE½,002031SN19AE½,320,Jones,,R,Rural Credit
1,1,28,28,29,SN29,001028SN29,E2 - R,E2 ,E½,AE½,001028SN29AE½,320,Jones,,R,Rural Credit
1,1,30,30,7,SN07,001030SN07,E2 - R,E2 ,E½,AE½,001030SN07AE½,320,Jones,,R,Rural Credit
2,2,30,30,14,SN14,002030SN14,E2 - R,E2 ,E½,AE½,002030SN14AE½,320,Jones,,R,Rural Credit
3,3,28,28,14,SN14,003028SN14,E2 - R,E2 ,E½,AE½,003028SN14AE½,320,Jones,,R,Rural Credit
3,3,30,30,18,SN18,003030SN18,E2 - R,E2 ,E½,AE½,003030SN18AE½,320,Jones,,R,Rural Credit
111,111,58,58,8,SN08,111058SN08,E2 - R,E2 ,E½,AE½,111058SN08AE½,320,Kingsburg,,R,Rural Credit
125,125,67,67,24,SN24,125067SN24,E2 - R,E2 ,E½,AE½,125067SN24AE½,320,McPherson,,R,Rural Credit
125,125,69,69,8,SN08,125069SN08,E2 - I,E2 ,E½,AE½,125069SN08AE½,320,McPherson,,I,Indemnity
125,125,69,69,22,SN22,125069SN22,E2 - I,E2 ,E½,AE½,125069SN22AE½,320,McPherson,,I,Indemnity
126,126,72,72,33,SN33,126072SN33,E2 - N,E2 ,E½,AE½,126072SN33AE½,320,McPherson,,N,Normal School
127,127,69,69,13,SN13,127069SN13,E2 - N,E2 ,E½,AE½,127069SN13AE½,320,McPherson,,N,Normal School
127,127,69,69,31,SN31,127069SN31,E2 - I,E2 ,E½,AE½,127069SN31AE½,320,McPherson,,I,Indemnity
126,126,57,57,12,SN12,126057SN12,E2 - R,E2 ,E½,AE½,126057SN12AE½,320,Marshall,,R,Rural Credit
127,127,57,57,18,SN18,127057SN18,E2 - R,E2 ,E½,AE½,127057SN18AE½,320,Marshall,,R,Rural Credit
4,4,11,11,22,SN22,004011SN22,E2 - M,E2 ,E½,AE½,004011SN22AE½,320,Meade,,M,School of Mines
4,4,12,12,10,SN10,004012SN10,E2 - R,E2 ,E½,AE½,004012SN10AE½,320,Meade,,R,Rural Credit
4,4,13,13,14,SN14,004013SN14,E2 - T,E2 ,E½,AE½,004013SN14AE½,320,Meade,,T,Training School
7,7,6,6,25,SN25,007006SN25,E2 - R,E2 ,E½,AE½,007006SN25AE½,320,Meade,,R,Rural Credit
7,7,12,12,29,SN29,007012SN29,E2 - R,E2 ,E½,AE½,007012SN29AE½,320,Meade,,R,Rural Credit
7,7,15,15,17,SN17,007015SN17,E2 - R,E2 ,E½,AE½,007015SN17AE½,320,Meade,,R,Rural Credit
9,9,15,15,17,SN17,009015SN17,E2 - R,E2 ,E½,AE½,009015SN17AE½,320,Meade,,R,Rural Credit
10,10,10,10,8,SN08,010010SN08,E2 - I,E2 ,E½,AE½,010010SN08AE½,320,Meade,,I,Indemnity
12,12,13,13,27,SN27,012013SN27,E2 - I,E2 ,E½,AE½,012013SN27AE½,320,Meade,,I,Indemnity
12,12,16,16,17,SN17,012016SN17,E2 - R,E2 ,E½,AE½,012016SN17AE½,320,Meade,,R,Rural Credit
40,40,27,27,13,SN13,040027SN13,E2 - I,E2 ,E½,AE½,040027SN13AE½,320,Mellette,,I,Indemnity
40,40,30,30,17,SN17,040030SN17,E2 - R,E2 ,E½,AE½,040030SN17AE½,320,Mellette,,R,Rural Credit
41,41,26,26,26,SN26,041026SN26,E2 - R,E2 ,E½,AE½,041026SN26AE½,320,Mellette,,R,Rural Credit
41,41,26,26,36,SN36,041026SN36,E2 - C,E2 ,E½,AE½,041026SN36AE½,320,Mellette,,C,Common School
41,41,27,27,19,SN19,041027SN19,E2 - R,E2 ,E½,AE½,041027SN19AE½,320,Mellette,,R,Rural Credit
41,41,29,29,7,SN07,041029SN07,E2 - R,E2 ,E½,AE½,041029SN07AE½,320,Mellette,,R,Rural Credit
41,41,30,30,20,SN20,041030SN20,E2 - I,E2 ,E½,AE½,041030SN20AE½,320,Mellette,,I,Indemnity
41,41,31,31,16,SN16,041031SN16,E2 - C,E2 ,E½,AE½,041031SN16AE½,320,Mellette,,C,Common School
41,41,32,32,18,SN18,041032SN18,E2 - R,E2 ,E½,AE½,041032SN18AE½,320,Mellette,,R,Rural Credit
42,42,28,28,24,SN24,042028SN24,E2 - R,E2 ,E½,AE½,042028SN24AE½,320,Mellette,,R,Rural Credit
42,42,29,29,17,SN17,042029SN17,E2 - I,E2 ,E½,AE½,042029SN17AE½,320,Mellette,,I,Indemnity
42,42,32,32,12,SN12,042032SN12,E2 - R,E2 ,E½,AE½,042032SN12AE½,320,Mellette,,R,Rural Credit
42,42,33,33,36,SN36,042033SN36,E2 - C,E2 ,E½,AE½,042033SN36AE½,320,Mellette,,C,Common School
43,43,26,26,16,SN16,043026SN16,E2 - C,E2 ,E½,AE½,043026SN16AE½,320,Mellette,,C,Common School
43,43,26,26,30,SN30,043026SN30,E2 - R,E2 ,E½,AE½,043026SN30AE½,320,Mellette,,R,Rural Credit
43,43,29,29,7,SN07,043029SN07,E2 - R,E2 ,E½,AE½,043029SN07AE½,320,Mellette,,R,Rural Credit
43,43,29,29,36,SN36,043029SN36,E2 - C,E2 ,E½,AE½,043029SN36AE½,320,Mellette,,C,Common School
43,43,30,30,27,SN27,043030SN27,E2 - R,E2 ,E½,AE½,043030SN27AE½,320,Mellette,,R,Rural Credit
43,43,30,30,29,SN29,043030SN29,E2 - I,E2 ,E½,AE½,043030SN29AE½,320,Mellette,,I,Indemnity
43,43,32,32,18,SN18,043032SN18,E2 - R,E2 ,E½,AE½,043032SN18AE½,320,Mellette,,R,Rural Credit
43,43,32,32,23,SN23,043032SN23,E2 - R,E2 ,E½,AE½,043032SN23AE½,320,Mellette,,R,Rural Credit
44,44,30,30,8,SN08,044030SN08,E2 - R,E2 ,E½,AE½,044030SN08AE½,320,Mellette,,R,Rural Credit
44,44,32,32,30,SN30,044032SN30,E2 - R,E2 ,E½,AE½,044032SN30AE½,320,Mellette,,R,Rural Credit
117,117,73,73,7,SN07,117073SN07,E2 - I,E2 ,E½,AE½,117073SN07AE½,320,Potter,,I,Indemnity
117,117,73,73,11,SN11,117073SN11,E2 - I,E2 ,E½,AE½,117073SN11AE½,320,Potter,,I,Indemnity
117,117,73,73,14,SN14,117073SN14,E2 - I,E2 ,E½,AE½,117073SN14AE½,320,Potter,,I,Indemnity
117,117,73,73,32,SN32,117073SN32,E2 - I,E2 ,E½,AE½,117073SN32AE½,320,Potter,,I,Indemnity
117,117,74,74,23,SN23,117074SN23,E2 - R,E2 ,E½,AE½,117074SN23AE½,320,Potter,,R,Rural Credit
117,117,77,77,9,SN09,117077SN09,E2 - R,E2 ,E½,AE½,117077SN09AE½,320,Potter,,R,Rural Credit
117,117,78,78,31,SN31,117078SN31,E2 - U,E2 ,E½,AE½,117078SN31AE½,320,Potter,,U,State University
118,118,74,74,22,SN22,118074SN22,E2 - A,E2 ,E½,AE½,118074SN22AE½,320,Potter,,A,College of Agriculture
118,118,74,74,26,SN26,118074SN26,E2 - I,E2 ,E½,AE½,118074SN26AE½,320,Potter,,I,Indemnity
119,119,74,74,22,SN22,119074SN22,E2 - A,E2 ,E½,AE½,119074SN22AE½,320,Potter,,A,College of Agriculture
119,119,75,75,13,SN13,119075SN13,E2 - R,E2 ,E½,AE½,119075SN13AE½,320,Potter,,R,Rural Credit
119,119,76,76,18,SN18,119076SN18,E2 - I,E2 ,E½,AE½,119076SN18AE½,320,Potter,,I,Indemnity
119,119,76,76,23,SN23,119076SN23,E2 - U,E2 ,E½,AE½,119076SN23AE½,320,Potter,,U,State University
119,119,78,78,30,SN30,119078SN30,E2 - E,E2 ,E½,AE½,119078SN30AE½,320,Potter,,E,#NAME?
120,120,76,76,21,SN21,120076SN21,E2 - R,E2 ,E½,AE½,120076SN21AE½,320,Potter,,R,Rural Credit
105,105,61,61,7,SN07,105061SN07,E2 - R,E2 ,E½,AE½,105061SN07AE½,320,Sanborn,,R,Rural Credit
106,106,61,61,22,SN22,106061SN22,E2 - R,E2 ,E½,AE½,106061SN22AE½,320,Sanborn,,R,Rural Credit
107,107,62,62,17,SN17,107062SN17,E2 - R,E2 ,E½,AE½,107062SN17AE½,320,Sanborn,,R,Rural Credit
115,115,64,64,18,SN18,115064SN18,E2 - R,E2 ,E½,AE½,115064SN18AE½,320,Spink,,R,Rural Credit
115,115,65,65,25,SN25,115065SN25,E2 - R,E2 ,E½,AE½,115065SN25AE½,320,Spink,,R,Rural Credit
116,116,63,63,18,SN18,116063SN18,E2 - R,E2 ,E½,AE½,116063SN18AE½,320,Spink,,R,Rural Credit
120,120,60,60,8,SN08,120060SN08,E2 - R,E2 ,E½,AE½,120060SN08AE½,320,Spink,,R,Rural Credit
95,95,76,76,3,SN03,095076SN03,E2 - R,E2 ,E½,AE½,095076SN03AE½,320,Tripp,,R,Rural Credit
96,96,74,74,22,SN22,096074SN22,E2 - I,E2 ,E½,AE½,096074SN22AE½,320,Tripp,,I,Indemnity
96,96,75,75,32,SN32,096075SN32,E2 - R,E2 ,E½,AE½,096075SN32AE½,320,Tripp,,R,Rural Credit
96,96,78,78,26,SN26,096078SN26,E2 - R,E2 ,E½,AE½,096078SN26AE½,320,Tripp,,R,Rural Credit
96,96,79,79,14,SN14,096079SN14,E2 - R,E2 ,E½,AE½,096079SN14AE½,320,Tripp,,R,Rural Credit
