state,managing_agency,rights_type,state_enabling_act,OBJECTID,TRACTID,county,township,range,section,aliquot,TRUST,,trust_name,net_acres,acres,lease_status,lessee
ND,Commissioner of University and School Lands,Subsurface,"1279 Stat. 676-684, esp. 679-81 (1889)",134818,4300230,SIOUX,129,80,21,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1280 Stat. 676-684, esp. 679-81 (1889)",134819,4301850,SIOUX,129,89,26,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1281 Stat. 676-684, esp. 679-81 (1889)",134820,4300220,SIOUX,129,80,21,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1282 Stat. 676-684, esp. 679-81 (1889)",134823,4301840,SIOUX,129,89,25,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1283 Stat. 676-684, esp. 679-81 (1889)",134825,4300720,SIOUX,129,83,20,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1284 Stat. 676-684, esp. 679-81 (1889)",134826,4301500,SIOUX,129,86,28,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1285 Stat. 676-684, esp. 679-81 (1889)",134827,4301830,SIOUX,129,89,25,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1286 Stat. 676-684, esp. 679-81 (1889)",134828,4300710,SIOUX,129,83,20,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1287 Stat. 676-684, esp. 679-81 (1889)",134829,4301490,SIOUX,129,86,28,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1288 Stat. 676-684, esp. 679-81 (1889)",134834,4300020,SIOUX,129,79,19,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1289 Stat. 676-684, esp. 679-81 (1889)",134835,100170,ADAMS,129,91,36,"W2NE4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,64.709999999999994,129.409999999999997,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1290 Stat. 676-684, esp. 679-81 (1889)",134842,4301460,SIOUX,129,86,25,NW4,W,ND SCHOOL OF SCIENCE,ND SCHOOL OF SCIENCE,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1291 Stat. 676-684, esp. 679-81 (1889)",134859,4302010,SIOUX,130,80,19,"E2NW4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,153.400000000000006,153.400000000000006,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1292 Stat. 676-684, esp. 679-81 (1889)",134861,4302010,SIOUX,130,80,19,"E2NW4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,153.400000000000006,153.400000000000006,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1293 Stat. 676-684, esp. 679-81 (1889)",134872,4300910,SIOUX,129,84,14,N2NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1294 Stat. 676-684, esp. 679-81 (1889)",134875,4300070,SIOUX,129,80,10,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1295 Stat. 676-684, esp. 679-81 (1889)",134878,4301400,SIOUX,129,86,16,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1296 Stat. 676-684, esp. 679-81 (1889)",134904,4304010,SIOUX,132,80,35,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1297 Stat. 676-684, esp. 679-81 (1889)",134914,4304000,SIOUX,132,80,34,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1298 Stat. 676-684, esp. 679-81 (1889)",134916,4304030,SIOUX,132,80,35,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1299 Stat. 676-684, esp. 679-81 (1889)",134920,4304020,SIOUX,132,80,35,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1300 Stat. 676-684, esp. 679-81 (1889)",134942,4301450,SIOUX,129,86,25,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1301 Stat. 676-684, esp. 679-81 (1889)",134950,4302280,SIOUX,130,81,32,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1302 Stat. 676-684, esp. 679-81 (1889)",134953,4302270,SIOUX,130,81,32,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1303 Stat. 676-684, esp. 679-81 (1889)",134956,4304710,SIOUX,130,81,33,W2SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1304 Stat. 676-684, esp. 679-81 (1889)",134961,4300490,SIOUX,129,82,2,"S2NW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,80.269999999999996,160.539999999999992,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1305 Stat. 676-684, esp. 679-81 (1889)",134966,4300480,SIOUX,129,82,2,"S2NE4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,80.430000000000007,160.860000000000014,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1306 Stat. 676-684, esp. 679-81 (1889)",134971,4300470,SIOUX,129,82,1,"S2NW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,80.390000000000001,160.770000000000010,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1307 Stat. 676-684, esp. 679-81 (1889)",134974,4300340,SIOUX,129,81,5,"S2NW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,79.640000000000001,159.270000000000010,Y,RONALD HETTICH
ND,Commissioner of University and School Lands,Subsurface,"1308 Stat. 676-684, esp. 679-81 (1889)",134977,4300060,SIOUX,129,80,10,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1309 Stat. 676-684, esp. 679-81 (1889)",134978,4301390,SIOUX,129,86,16,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1310 Stat. 676-684, esp. 679-81 (1889)",134980,4300090,SIOUX,129,80,11,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1311 Stat. 676-684, esp. 679-81 (1889)",134981,4301710,SIOUX,129,88,19,"LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,39.450000000000003,78.900000000000006,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1312 Stat. 676-684, esp. 679-81 (1889)",134982,4300080,SIOUX,129,80,11,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1313 Stat. 676-684, esp. 679-81 (1889)",134984,4300110,SIOUX,129,80,12,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1314 Stat. 676-684, esp. 679-81 (1889)",134992,4301360,SIOUX,129,86,14,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1315 Stat. 676-684, esp. 679-81 (1889)",134993,4301740,SIOUX,129,88,20,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1316 Stat. 676-684, esp. 679-81 (1889)",134995,4300670,SIOUX,129,83,14,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1317 Stat. 676-684, esp. 679-81 (1889)",135003,4302090,SIOUX,130,80,30,"E2NW4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,154.199999999999989,154.199999999999989,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1318 Stat. 676-684, esp. 679-81 (1889)",135005,4302090,SIOUX,130,80,30,"E2NW4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,154.199999999999989,154.199999999999989,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1319 Stat. 676-684, esp. 679-81 (1889)",135008,4302080,SIOUX,130,80,30,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1320 Stat. 676-684, esp. 679-81 (1889)",135009,4302950,SIOUX,130,84,25,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1321 Stat. 676-684, esp. 679-81 (1889)",135021,4303930,SIOUX,132,80,14,NE4,M,SCHOOL OF MINES,SCHOOL OF MINES,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1322 Stat. 676-684, esp. 679-81 (1889)",135032,4304210,SIOUX,132,83,14,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1323 Stat. 676-684, esp. 679-81 (1889)",135049,4303070,SIOUX,130,85,9,LOT 13,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,11.449999999999999,22.899999999999999,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1324 Stat. 676-684, esp. 679-81 (1889)",135050,4304770,SIOUX,130,85,9,"SW4SE4, LOTS 11,14",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,62.420000000000002,124.829999999999998,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1325 Stat. 676-684, esp. 679-81 (1889)",135052,4304770,SIOUX,130,85,9,"SW4SE4, LOTS 11,14",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,62.420000000000002,124.829999999999998,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1326 Stat. 676-684, esp. 679-81 (1889)",135062,4302630,SIOUX,130,83,9,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1327 Stat. 676-684, esp. 679-81 (1889)",135065,4302620,SIOUX,130,83,9,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1328 Stat. 676-684, esp. 679-81 (1889)",135068,4302640,SIOUX,130,83,10,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1329 Stat. 676-684, esp. 679-81 (1889)",135076,4303240,SIOUX,130,90,31,S2NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1330 Stat. 676-684, esp. 679-81 (1889)",135084,4302780,SIOUX,130,83,30,"E2SW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,7.890000000000000,157.830000000000013,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1331 Stat. 676-684, esp. 679-81 (1889)",135085,4302780,SIOUX,130,83,30,"E2SW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,7.890000000000000,157.830000000000013,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1332 Stat. 676-684, esp. 679-81 (1889)",135088,4302770,SIOUX,130,83,29,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1333 Stat. 676-684, esp. 679-81 (1889)",135091,4303210,SIOUX,130,89,36,"LOTS 9,10,14,15",A,COMMON SCHOOLS,COMMON SCHOOLS,124.629999999999995,124.629999999999995,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1334 Stat. 676-684, esp. 679-81 (1889)",135097,4302060,SIOUX,130,80,25,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1335 Stat. 676-684, esp. 679-81 (1889)",135100,4301970,SIOUX,130,79,30,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1336 Stat. 676-684, esp. 679-81 (1889)",135109,4303170,SIOUX,130,86,36,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1337 Stat. 676-684, esp. 679-81 (1889)",135111,4303160,SIOUX,130,86,36,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1338 Stat. 676-684, esp. 679-81 (1889)",135125,4304100,SIOUX,132,82,19,"E2NW4, LOTS 1,2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,75.989999999999995,151.969999999999999,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1339 Stat. 676-684, esp. 679-81 (1889)",135126,4304100,SIOUX,132,82,19,"E2NW4, LOTS 1,2",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,75.989999999999995,151.969999999999999,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1340 Stat. 676-684, esp. 679-81 (1889)",135128,4304090,SIOUX,132,82,19,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1341 Stat. 676-684, esp. 679-81 (1889)",135136,1900420,GRANT,130,89,36,"LOTS 4,5,6",A,COMMON SCHOOLS,COMMON SCHOOLS,80.299999999999997,80.299999999999997,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1342 Stat. 676-684, esp. 679-81 (1889)",135149,4304120,SIOUX,132,82,23,N2NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1343 Stat. 676-684, esp. 679-81 (1889)",135155,4302030,SIOUX,130,80,19,"E2SW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,153.800000000000011,153.800000000000011,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1344 Stat. 676-684, esp. 679-81 (1889)",135156,4302030,SIOUX,130,80,19,"E2SW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,153.800000000000011,153.800000000000011,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1345 Stat. 676-684, esp. 679-81 (1889)",135157,4302940,SIOUX,130,84,25,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1346 Stat. 676-684, esp. 679-81 (1889)",135160,4302020,SIOUX,130,80,19,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1347 Stat. 676-684, esp. 679-81 (1889)",135164,1900410,GRANT,130,89,36,"NE4NE4, LOTS 1,2,3",A,COMMON SCHOOLS,COMMON SCHOOLS,123.700000000000003,123.700000000000003,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1348 Stat. 676-684, esp. 679-81 (1889)",135173,4301590,SIOUX,129,87,23,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1349 Stat. 676-684, esp. 679-81 (1889)",135177,4300420,SIOUX,129,81,14,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1350 Stat. 676-684, esp. 679-81 (1889)",135178,4300410,SIOUX,129,81,14,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1351 Stat. 676-684, esp. 679-81 (1889)",135180,4300930,SIOUX,129,84,15,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1352 Stat. 676-684, esp. 679-81 (1889)",135187,4300700,SIOUX,129,83,18,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1353 Stat. 676-684, esp. 679-81 (1889)",135226,4301870,SIOUX,129,89,30,"E2SW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,79.799999999999997,159.599999999999994,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1354 Stat. 676-684, esp. 679-81 (1889)",135256,4303600,SIOUX,131,82,24,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1355 Stat. 676-684, esp. 679-81 (1889)",135271,4303820,SIOUX,131,84,27,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1356 Stat. 676-684, esp. 679-81 (1889)",135272,4301420,SIOUX,129,86,21,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1357 Stat. 676-684, esp. 679-81 (1889)",135273,4301410,SIOUX,129,86,21,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1358 Stat. 676-684, esp. 679-81 (1889)",135276,4301730,SIOUX,129,88,19,"E2SW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,79.549999999999997,159.099999999999994,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1359 Stat. 676-684, esp. 679-81 (1889)",135279,4301720,SIOUX,129,88,19,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1360 Stat. 676-684, esp. 679-81 (1889)",135283,4301750,SIOUX,129,88,20,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1361 Stat. 676-684, esp. 679-81 (1889)",135284,4300690,SIOUX,129,83,14,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1362 Stat. 676-684, esp. 679-81 (1889)",135285,4300680,SIOUX,129,83,14,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1363 Stat. 676-684, esp. 679-81 (1889)",135286,4300650,SIOUX,129,83,13,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1364 Stat. 676-684, esp. 679-81 (1889)",135287,4300640,SIOUX,129,83,13,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1365 Stat. 676-684, esp. 679-81 (1889)",135319,4300820,SIOUX,129,84,3,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1366 Stat. 676-684, esp. 679-81 (1889)",135325,4300810,SIOUX,129,84,2,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1367 Stat. 676-684, esp. 679-81 (1889)",135329,4300800,SIOUX,129,84,2,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1368 Stat. 676-684, esp. 679-81 (1889)",135330,4300780,SIOUX,129,84,1,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1369 Stat. 676-684, esp. 679-81 (1889)",135346,4303810,SIOUX,131,84,27,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1370 Stat. 676-684, esp. 679-81 (1889)",135368,4303710,SIOUX,131,83,29,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1371 Stat. 676-684, esp. 679-81 (1889)",135372,4303700,SIOUX,131,83,28,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1372 Stat. 676-684, esp. 679-81 (1889)",135376,4303690,SIOUX,131,83,28,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1373 Stat. 676-684, esp. 679-81 (1889)",135377,4303660,SIOUX,131,83,27,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1374 Stat. 676-684, esp. 679-81 (1889)",135383,4300960,SIOUX,129,84,22,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1375 Stat. 676-684, esp. 679-81 (1889)",135384,4300950,SIOUX,129,84,22,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1376 Stat. 676-684, esp. 679-81 (1889)",135387,4300160,SIOUX,129,80,18,"E2SW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,157.800000000000011,157.800000000000011,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1377 Stat. 676-684, esp. 679-81 (1889)",135388,4300150,SIOUX,129,80,18,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1378 Stat. 676-684, esp. 679-81 (1889)",135389,4300140,SIOUX,129,80,17,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1379 Stat. 676-684, esp. 679-81 (1889)",135390,4300990,SIOUX,129,84,24,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1380 Stat. 676-684, esp. 679-81 (1889)",135391,4300130,SIOUX,129,80,17,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1381 Stat. 676-684, esp. 679-81 (1889)",135395,4301820,SIOUX,129,89,25,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1382 Stat. 676-684, esp. 679-81 (1889)",135398,4301440,SIOUX,129,86,21,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1383 Stat. 676-684, esp. 679-81 (1889)",135399,4301810,SIOUX,129,89,25,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1384 Stat. 676-684, esp. 679-81 (1889)",135401,4301430,SIOUX,129,86,21,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1385 Stat. 676-684, esp. 679-81 (1889)",135402,4300120,SIOUX,129,80,14,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1386 Stat. 676-684, esp. 679-81 (1889)",135409,4301080,SIOUX,129,84,33,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1387 Stat. 676-684, esp. 679-81 (1889)",135411,4300280,SIOUX,129,80,33,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1388 Stat. 676-684, esp. 679-81 (1889)",135412,4300300,SIOUX,129,80,35,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1389 Stat. 676-684, esp. 679-81 (1889)",135442,4300520,SIOUX,129,82,4,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1390 Stat. 676-684, esp. 679-81 (1889)",135444,4301140,SIOUX,129,85,9,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
