state,managing_agency,rights_type,state_enabling_act,OBJECTID,TRACTID,county,township,range,section,aliquot,TRUST,,trust_name,net_acres,acres,lease_status,lessee
ND,Commissioner of University and School Lands,Subsurface,"869 Stat. 676-684, esp. 679-81 (1889)",134887,1312060,DUNN,148,91,35,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,27.090000000000000,27.090000000000000,Y,BLUE SKY  PROPERTIES LLC
ND,Commissioner of University and School Lands,Subsurface,"870 Stat. 676-684, esp. 679-81 (1889)",134888,1311880,DUNN,150,91,35,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,41.369999999999997,41.369999999999997,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"871 Stat. 676-684, esp. 679-81 (1889)",134889,1312350,MCLEAN,148,91,36,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,109.540000000000006,109.540000000000006,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"872 Stat. 676-684, esp. 679-81 (1889)",134890,1311890,DUNN,150,91,36,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.909999999999997,159.909999999999997,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"873 Stat. 676-684, esp. 679-81 (1889)",134891,3114510,MOUNTRAIL,151,94,36,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,22.250000000000000,22.250000000000000,Y,PETROGULF CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"874 Stat. 676-684, esp. 679-81 (1889)",134892,1312070,MCLEAN,149,90,31,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,157.129999999999995,157.129999999999995,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"875 Stat. 676-684, esp. 679-81 (1889)",134893,1311590,DUNN,149,91,36,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.229999999999990,159.229999999999990,Y,NORRA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"876 Stat. 676-684, esp. 679-81 (1889)",134894,2712890,MCKENZIE,151,94,25,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.860000000000014,159.860000000000014,Y,PETROGULF CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"877 Stat. 676-684, esp. 679-81 (1889)",134895,2909560,MERCER,147,88,36,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,161.689999999999998,161.689999999999998,,N/A
ND,Commissioner of University and School Lands,Subsurface,"878 Stat. 676-684, esp. 679-81 (1889)",134985,1309940,DUNN,150,93,27,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,8.369999999999999,8.369999999999999,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"879 Stat. 676-684, esp. 679-81 (1889)",135211,2713010,MCKENZIE,152,93,27,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,11.500000000000000,11.500000000000000,Y,A. G. ANDRIKOPOULOS RESOURCES INC
ND,Commissioner of University and School Lands,Subsurface,"880 Stat. 676-684, esp. 679-81 (1889)",135213,2909160,MERCER,147,87,28,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,13.550000000000001,13.550000000000001,,N/A
ND,Commissioner of University and School Lands,Subsurface,"881 Stat. 676-684, esp. 679-81 (1889)",135355,1312360,DUNN,149,90,18,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,0.01,0.01,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"882 Stat. 676-684, esp. 679-81 (1889)",135579,1311480,DUNN,149,91,12,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,80.920000000000002,80.920000000000002,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"883 Stat. 676-684, esp. 679-81 (1889)",135580,3114460,MOUNTRAIL,150,94,12,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,6.090000000000000,6.090000000000000,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"884 Stat. 676-684, esp. 679-81 (1889)",135581,2712810,MCKENZIE,151,94,12,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,68.359999999999999,68.359999999999999,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"885 Stat. 676-684, esp. 679-81 (1889)",135582,1311510,DUNN,149,91,13,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,95.409999999999997,95.409999999999997,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"886 Stat. 676-684, esp. 679-81 (1889)",135583,2712830,MCKENZIE,151,94,13,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,121.629999999999995,121.629999999999995,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"887 Stat. 676-684, esp. 679-81 (1889)",135585,2909770,MERCER,147,89,15,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,7.300000000000000,7.300000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"888 Stat. 676-684, esp. 679-81 (1889)",135586,1311300,MCLEAN,148,91,15,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,73.510000000000005,73.510000000000005,Y,NORRA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"889 Stat. 676-684, esp. 679-81 (1889)",135587,2712940,MCKENZIE,152,93,15,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,65.939999999999998,65.939999999999998,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"890 Stat. 676-684, esp. 679-81 (1889)",135590,2909810,MERCER,147,89,16,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.240000000000009,159.240000000000009,,N/A
ND,Commissioner of University and School Lands,Subsurface,"891 Stat. 676-684, esp. 679-81 (1889)",135591,1312280,DUNN,148,91,16,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,22.090000000000000,22.090000000000000,Y,IRON HORSE ROYALTIES LLC
ND,Commissioner of University and School Lands,Subsurface,"892 Stat. 676-684, esp. 679-81 (1889)",135594,2909850,MERCER,147,89,17,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,33.979999999999997,33.979999999999997,,N/A
ND,Commissioner of University and School Lands,Subsurface,"893 Stat. 676-684, esp. 679-81 (1889)",135595,1311160,DUNN,150,93,17,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,97.180000000000007,97.180000000000007,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"894 Stat. 676-684, esp. 679-81 (1889)",135598,1311140,DUNN,150,93,18,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,89.930000000000007,89.930000000000007,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"895 Stat. 676-684, esp. 679-81 (1889)",135601,2909270,MERCER,147,88,19,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,21.190000000000001,21.190000000000001,,N/A
ND,Commissioner of University and School Lands,Subsurface,"896 Stat. 676-684, esp. 679-81 (1889)",135604,1311100,DUNN,150,93,20,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,40.939999999999998,40.939999999999998,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"897 Stat. 676-684, esp. 679-81 (1889)",135631,2909280,MERCER,147,88,19,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,80.939999999999998,80.939999999999998,,N/A
ND,Commissioner of University and School Lands,Subsurface,"898 Stat. 676-684, esp. 679-81 (1889)",135713,2909890,MERCER,147,89,21,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,88.040000000000006,88.040000000000006,,N/A
ND,Commissioner of University and School Lands,Subsurface,"899 Stat. 676-684, esp. 679-81 (1889)",135714,1310070,DUNN,150,93,21,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,142.050000000000011,142.050000000000011,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"900 Stat. 676-684, esp. 679-81 (1889)",135716,2909040,MERCER,147,87,22,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,48.399999999999999,48.399999999999999,,N/A
ND,Commissioner of University and School Lands,Subsurface,"901 Stat. 676-684, esp. 679-81 (1889)",135717,2909930,MERCER,147,89,22,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,66.260000000000005,66.260000000000005,,N/A
ND,Commissioner of University and School Lands,Subsurface,"902 Stat. 676-684, esp. 679-81 (1889)",135718,1311970,DUNN,148,91,22,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,159.500000000000000,159.500000000000000,Y,ADVANTA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"903 Stat. 676-684, esp. 679-81 (1889)",135719,1311680,MCLEAN,150,91,22,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,150.120000000000005,150.120000000000005,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"904 Stat. 676-684, esp. 679-81 (1889)",135720,2712960,MCKENZIE,152,93,22,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,94.640000000000001,94.640000000000001,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"905 Stat. 676-684, esp. 679-81 (1889)",135722,2815320,MCLEAN,147,87,23,MISSOURI RIVER IN THE SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,107.000000000000000,107.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"906 Stat. 676-684, esp. 679-81 (1889)",135725,2910000,MERCER,147,89,24,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,133.199999999999989,133.199999999999989,,N/A
ND,Commissioner of University and School Lands,Subsurface,"907 Stat. 676-684, esp. 679-81 (1889)",135726,1311530,DUNN,149,91,24,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,100.890000000000001,100.890000000000001,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"908 Stat. 676-684, esp. 679-81 (1889)",135727,2712850,MCKENZIE,151,94,24,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,134.780000000000001,134.780000000000001,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"909 Stat. 676-684, esp. 679-81 (1889)",135728,1311550,DUNN,149,91,25,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,146.169999999999987,146.169999999999987,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"910 Stat. 676-684, esp. 679-81 (1889)",135729,1311750,DUNN,150,91,25,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,155.199999999999989,155.199999999999989,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"911 Stat. 676-684, esp. 679-81 (1889)",135730,1310100,DUNN,150,93,25,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,113.379999999999995,113.379999999999995,Y,ALAMEDA ENERGY INC
ND,Commissioner of University and School Lands,Subsurface,"912 Stat. 676-684, esp. 679-81 (1889)",135731,1312000,MCLEAN,148,91,26,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,44.710000000000001,44.710000000000001,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"913 Stat. 676-684, esp. 679-81 (1889)",135732,1309860,DUNN,150,93,26,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,53.979999999999997,53.979999999999997,Y,NORRA RESOURCES LLC
ND,Commissioner of University and School Lands,Subsurface,"914 Stat. 676-684, esp. 679-81 (1889)",135734,1312030,DUNN,148,91,27,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,20.670000000000002,20.670000000000002,Y,SKYWORLD OIL ND LTD
ND,Commissioner of University and School Lands,Subsurface,"915 Stat. 676-684, esp. 679-81 (1889)",135735,1309930,DUNN,150,93,27,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,63.289999999999999,63.289999999999999,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"916 Stat. 676-684, esp. 679-81 (1889)",135868,2909150,MERCER,147,87,28,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,111.239999999999995,111.239999999999995,,N/A
ND,Commissioner of University and School Lands,Subsurface,"917 Stat. 676-684, esp. 679-81 (1889)",135869,2909300,MERCER,147,88,28,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,13.440000000000000,13.440000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"918 Stat. 676-684, esp. 679-81 (1889)",135870,2713030,MCKENZIE,152,93,28,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,96.519999999999996,96.519999999999996,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"919 Stat. 676-684, esp. 679-81 (1889)",135871,2909350,MERCER,147,88,29,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,157.539999999999992,157.539999999999992,,N/A
ND,Commissioner of University and School Lands,Subsurface,"920 Stat. 676-684, esp. 679-81 (1889)",135872,2909390,MERCER,147,88,30,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,80.680000000000007,80.680000000000007,,N/A
ND,Commissioner of University and School Lands,Subsurface,"921 Stat. 676-684, esp. 679-81 (1889)",135873,1309770,DUNN,150,91,30,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,106.129999999999995,106.129999999999995,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"922 Stat. 676-684, esp. 679-81 (1889)",135874,1309830,DUNN,150,92,30,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,106.950000000000003,106.950000000000003,Y,WAVELAND BAKKEN HOLDINGS LLC
ND,Commissioner of University and School Lands,Subsurface,"923 Stat. 676-684, esp. 679-81 (1889)",135875,2909180,MERCER,147,87,31,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,126.390000000000001,126.390000000000001,,N/A
ND,Commissioner of University and School Lands,Subsurface,"924 Stat. 676-684, esp. 679-81 (1889)",135876,1312380,MCLEAN,149,90,31,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,17.579999999999998,17.579999999999998,Y,BLUE SKY  PROPERTIES LLC
ND,Commissioner of University and School Lands,Subsurface,"925 Stat. 676-684, esp. 679-81 (1889)",135983,2718140,MCKENZIE,152,93,31,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,58.130000000000003,58.130000000000003,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"926 Stat. 676-684, esp. 679-81 (1889)",135985,2909220,MERCER,147,87,32,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,79.469999999999999,79.469999999999999,,N/A
ND,Commissioner of University and School Lands,Subsurface,"927 Stat. 676-684, esp. 679-81 (1889)",135986,2909420,MERCER,147,88,32,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,24.550000000000001,24.550000000000001,,N/A
ND,Commissioner of University and School Lands,Subsurface,"928 Stat. 676-684, esp. 679-81 (1889)",135987,1310050,DUNN,150,92,32,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,94.849999999999994,94.849999999999994,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"929 Stat. 676-684, esp. 679-81 (1889)",135988,2718170,MCKENZIE,152,93,32,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,55.210000000000001,55.210000000000001,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"930 Stat. 676-684, esp. 679-81 (1889)",135990,2909450,MERCER,147,88,33,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,151.439999999999998,151.439999999999998,,N/A
ND,Commissioner of University and School Lands,Subsurface,"931 Stat. 676-684, esp. 679-81 (1889)",135991,1310370,DUNN,150,92,33,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,104.000000000000000,104.000000000000000,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"932 Stat. 676-684, esp. 679-81 (1889)",135992,2909480,MERCER,147,88,34,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,137.740000000000009,137.740000000000009,,N/A
ND,Commissioner of University and School Lands,Subsurface,"933 Stat. 676-684, esp. 679-81 (1889)",135993,1310150,DUNN,150,92,34,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,12.160000000000000,12.160000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"934 Stat. 676-684, esp. 679-81 (1889)",135994,1312320,DUNN,148,91,35,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,156.939999999999998,156.939999999999998,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"935 Stat. 676-684, esp. 679-81 (1889)",135995,1311870,DUNN,150,91,35,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,160.210000000000008,160.210000000000008,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"936 Stat. 676-684, esp. 679-81 (1889)",135996,1312340,MCLEAN,148,91,36,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,1.610000000000000,1.610000000000000,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"937 Stat. 676-684, esp. 679-81 (1889)",135997,1311900,DUNN,150,91,36,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,155.979999999999990,155.979999999999990,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"938 Stat. 676-684, esp. 679-81 (1889)",135998,3114500,MOUNTRAIL,151,94,36,MISSOURI RIVER IN SE4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,150.639999999999986,150.639999999999986,Y,PETROGULF CORPORATION
ND,Commissioner of University and School Lands,Subsurface,"939 Stat. 676-684, esp. 679-81 (1889)",136000,2910070,MERCER,147,90,1,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,129.560000000000002,129.560000000000002,,N/A
ND,Commissioner of University and School Lands,Subsurface,"940 Stat. 676-684, esp. 679-81 (1889)",136001,1312170,DUNN,147,91,1,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,17.390000000000001,17.390000000000001,Y,Multiple Lessees
ND,Commissioner of University and School Lands,Subsurface,"941 Stat. 676-684, esp. 679-81 (1889)",136002,1312390,MCLEAN,149,91,1,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,6.710000000000000,6.710000000000000,Y,TDB RESOURCES LP
ND,Commissioner of University and School Lands,Subsurface,"942 Stat. 676-684, esp. 679-81 (1889)",136003,1309730,DUNN,149,92,1,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,47.149999999999999,47.149999999999999,Y,"XTO HOLDINGS, LLC"
ND,Commissioner of University and School Lands,Subsurface,"943 Stat. 676-684, esp. 679-81 (1889)",136004,3114440,MCKENZIE,150,94,1,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,5.300000000000000,5.300000000000000,Y,"RIVERBEND OIL & GAS VI, LLC"
ND,Commissioner of University and School Lands,Subsurface,"944 Stat. 676-684, esp. 679-81 (1889)",136005,2910090,MERCER,147,90,2,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,68.310000000000002,68.310000000000002,,N/A
ND,Commissioner of University and School Lands,Subsurface,"945 Stat. 676-684, esp. 679-81 (1889)",136006,1311410,DUNN,149,91,2,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,57.409999999999997,57.409999999999997,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"946 Stat. 676-684, esp. 679-81 (1889)",136007,1310000,DUNN,149,92,2,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,66.049999999999997,66.049999999999997,Y,OASIS PETROLEUM NORTH AMERICA LLC
ND,Commissioner of University and School Lands,Subsurface,"947 Stat. 676-684, esp. 679-81 (1889)",136008,1311250,DUNN,148,91,3,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,150.080000000000013,150.080000000000013,Y,NORTHERN OIL AND GAS INC
ND,Commissioner of University and School Lands,Subsurface,"948 Stat. 676-684, esp. 679-81 (1889)",136010,2909580,MERCER,147,89,4,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,1.680000000000000,1.680000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"949 Stat. 676-684, esp. 679-81 (1889)",136122,2909600,MERCER,147,89,5,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,125.879999999999995,125.879999999999995,,N/A
ND,Commissioner of University and School Lands,Subsurface,"950 Stat. 676-684, esp. 679-81 (1889)",136123,3114310,MOUNTRAIL,151,93,5,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,6.910000000000000,6.910000000000000,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"951 Stat. 676-684, esp. 679-81 (1889)",136126,2909640,MERCER,147,89,6,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,151.180000000000007,151.180000000000007,,N/A
ND,Commissioner of University and School Lands,Subsurface,"952 Stat. 676-684, esp. 679-81 (1889)",136127,2910110,MERCER,147,90,6,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,23.719999999999999,23.719999999999999,,N/A
ND,Commissioner of University and School Lands,Subsurface,"953 Stat. 676-684, esp. 679-81 (1889)",136128,1312520,MOUNTRAIL,150,93,6,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,3.840000000000000,3.840000000000000,Y,TDB RESOURCES LP
ND,Commissioner of University and School Lands,Subsurface,"954 Stat. 676-684, esp. 679-81 (1889)",136129,3114350,MOUNTRAIL,151,93,6,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,146.699999999999989,146.699999999999989,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"955 Stat. 676-684, esp. 679-81 (1889)",136131,1311200,DUNN,150,93,7,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,99.890000000000001,99.890000000000001,Y,MARATHON OIL COMPANY
ND,Commissioner of University and School Lands,Subsurface,"956 Stat. 676-684, esp. 679-81 (1889)",136132,3114380,MOUNTRAIL,151,93,7,MISSOURI RIVER IN SW4,R,SOVEREIGN LANDS,SOVEREIGN LANDS,93.560000000000002,93.560000000000002,Y,MARATHON OIL COMPANY
