objectid,state,managing_agency,rights_type,state_enabling_act,comboown,activity,aliquot,acres,township,township,townd,range,section,county,benemin,gis_acres,trust_name
1440771,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,17E,36,Uintah,SCH,640.863,Public Schools
1440823,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 1 [PART OF SW4SW4],26.12,8S,8,S,19E,32,Uintah,SCH,26.279,Public Schools
1440836,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4,160,2S,2,S,1W,3,Duchesne,UNIV,159.799,University of Utah
1440842,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,18E,32,Uintah,SCH,640.302,Public Schools
1440854,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,22E,16,Uintah,SCH,641.788,Public Schools
1440857,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.26), 2(40.38), 3(40.50), 4(40.62), S2N2, S2 [ALL]",641.76,15S,15,S,25E,2,Uintah,SCH,641.642,Public Schools
1440894,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4NE4, NE4SE4",80,1S,1,S,2W,10,Duchesne,SCH,79.897,Public Schools
1440907,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(20.08), 2(20.22), 3(20.38), 4(20.52), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(40.00), 13(40.00), 14(40.00), 15(40.00), 16(40.00), 17(40.00), 18(40.00), 19(40.00), 20(40.00), S2 [ALL]",1041.2,16S,16,S,19E,2,Grand,SCH,1031.223,Public Schools
1440926,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NE4, N2SW4, SE4SW4, N2NE4SE4, NW4SE4",260,1N,1,N,1E,22,Uintah,SCH,265.07,Public Schools
1440936,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,21E,36,Uintah,SCH,641.787,Public Schools
1440942,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4NW4,40,15S,15,S,24E,27,Uintah,SCH,40.004,Public Schools
1440954,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,24E,13,Uintah,SCH,637.762,Public Schools
1441010,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(36.20), 2(36.22), 3(36.22), 4(36.24), S2N2, S2 [ALL]",624.88,15S,15,S,21E,2,Uintah,SCH,623.86,Public Schools
1441020,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, S2",480,13S,13,S,22E,25,Uintah,SCH,480.395,Public Schools
1441023,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 1(38.80), 2(38.95) [AKA W2NW4]",77.75,3S,3,S,2W,19,Duchesne,SCH,77.373,Public Schools
1441033,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,16E,36,Carbon,SCH,641.36,Public Schools
1441041,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(46.02), 2(45.99), 3(45.95), 4(45.92), E2 [ALL]",503.88,16S,16,S,18E,32,Grand,SCH,503.82,Public Schools
1441045,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 1 [PART OF NE4NE4],7.82,5S,5,S,19E,32,Uintah,SCH,7.935,Public Schools
1441075,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2NW4, NE4SW4, NW4SE4",160,15S,15,S,24E,19,Uintah,X111,160.06,Recreation Exchange
1441088,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(11.69), 2(9.28), 3(18.15), 4(16.75) [ALL]",55.87,18S,18,S,18E,16,Grand,SCH,55.859,Public Schools
1441111,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, E2NW4, S2",560,14S,14,S,21E,8,Uintah,X111,559.951,Recreation Exchange
1441127,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,24E,36,Uintah,SCH,640.318,Public Schools
1441174,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(20.80), 2(20.82), 3(20.86), 4(20.88), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(40.00), S2N2, S2 [ALL]",883.36,7S,7,S,23E,2,Uintah,SCH,882.007,Public Schools
1441176,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4SW4,40,18S,18,S,20E,18,Grand,SCH,39.526,Public Schools
1441183,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4NE4,40,3S,3,S,2E,26,Uintah,SM,38.865,College of Mines and Earth Sciences
1441185,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.24), 2(39.24), 3(39.24), 4(39.24), S2 [ALL]",476.96,12S,12,S,17E,2,Carbon,SCH,477.337,Public Schools
1441221,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2NW4, W2SW4",160,17S,17,S,20E,21,Grand,SCH,160.46,Public Schools
1441240,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2SE4,80,1S,1,S,2W,22,Duchesne,SCH,80.332,Public Schools
1441249,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,21E,32,Uintah,SCH,643.933,Public Schools
1441250,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 1(33.70), SE4 [LOT AKA SE4NE4]",193.7,15.5S,15.5,S,21E,34,Grand,SCH,195.143,Public Schools
1441274,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(6.81), 4(6.91), SW4NE4, S2NW4, SW4 [LOTS AKA N2NW4]",293.72,6S,6,S,20E,2,Uintah,SCH,303.179,Public Schools
1441276,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2W2,160,1S,1,S,5W,10,Duchesne,USH,160.411,Utah State Hospital
1441289,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(33.76), 2(33.77), 3(33.77), 4(33.78), S2 [ALL]",455.08,15.5S,15.5,S,21E,35,Grand,SCH,456.743,Public Schools
1441318,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2NW4,80,2S,2,S,2W,26,Duchesne,SCH,73.553,Public Schools
1441360,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2,320,12S,12,S,21E,32,Uintah,SCH,320.232,Public Schools
1441363,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2SE4, SE4SE4",120,2S,2,S,1E,7,Uintah,SCH,119.884,Public Schools
1441394,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2NW4, PART OF E2W2NW4 [METES & BOUNDS]",106.67,2S,2,S,1W,19,Duchesne,SCH,107.769,Public Schools
1441408,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 5 [SW4NW4],39.83,3S,3,S,1W,27,Duchesne,USH,39.997,Utah State Hospital
1441411,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,22E,32,Uintah,SCH,638.65,Public Schools
1441420,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,20E,32,Uintah,SCH,644.389,Public Schools
1441439,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4,160,3S,3,S,1W,5,Duchesne,SCH,159.52,Public Schools
1441440,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(25.68), 4(32.37), NE4NE4 [LOTS AKA PART OF NW4NE4, PART OF SW4SW4]",98.05,5S,5,S,19E,16,Uintah,SCH,98.796,Public Schools
1441485,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(48.76), 2(44.13), 3(39.51), 4(34.90) [ALL]",167.3,4S,4,S,19E,2,Uintah,SCH,167.992,Public Schools
1441510,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.74), 2(40.78), S2NE4, SE4 [LOTS AKA N2NE4]",321.52,16S,16,S,21E,4,Grand,SCH,320.121,Public Schools
1441529,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(20.73), 3(37.34), SW4NW4 [LOTS AKA S2NW4NW4, SE4NW4]",98.07,9S,9,S,25E,22,Uintah,SCH,95.897,Public Schools
1441541,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(40.51), 4(40.34), S2NW4, SW4 [LOTS AKA N2NW4]",320.85,14S,14,S,21E,5,Uintah,X111,319.726,Recreation Exchange
1441552,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(34.57), 2(34.49), 3(34.39), 4(34.31), S2 [ALL]",457.76,15.5S,15.5,S,22E,33,Grand,SCH,455.523,Public Schools
1441558,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4NE4, N2NW4",120,6S,6,S,22E,7,Uintah,SCH,119.779,Public Schools
1441572,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, SW4, N2SE4",560,6S,6,S,19E,36,Uintah,SCH,558.429,Public Schools
1441587,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4,160,2S,2,S,1W,24,Uintah,SCH,157.864,Public Schools
1441611,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(29.34), 2(29.93), 3(30.52), 4(31.11), W2SW4 [LOTS AKA E2W2]",200.9,9S,9,S,25E,36,Uintah,SCH,191.562,Public Schools
1441620,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.01), 2(40.05), 3(40.07), 4(40.11), S2N2, S2 [ALL]",640.24,12S,12,S,22E,2,Uintah,SCH,640.69,Public Schools
1441644,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,17S,17,S,19E,32,Grand,SCH,658.131,Public Schools
1441645,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.55), 2(39.76), 3(43.00), 4(21.62), 5(37.57), S2NE4, SE4NW4, NE4SW4, S2SW4, SE4 [ALL]",581.5,11S,11,S,14E,2,Duchesne,SCH,582.283,Public Schools
1441660,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4SW4, SW4SE4",80,15S,15,S,21E,34,Uintah,X111,79.716,Recreation Exchange
1441665,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 4(40.08), SW4NW4, SW4, W2SE4 [LOT AKA NW4NW4]",320.77,2S,2,S,2W,1,Duchesne,SCH,331.966,Public Schools
1441679,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2NE4,80,10S,10,S,21E,12,Uintah,SCH,82.432,Public Schools
1441691,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,22E,32,Uintah,SCH,645.92,Public Schools
1441692,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,20E,16,Uintah,SCH,636.168,Public Schools
1441707,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,20E,36,Uintah,SCH,646.15,Public Schools
1441736,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NE4, SW4SE4",80,17S,17,S,20E,9,Grand,SCH,79.705,Public Schools
1441750,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(36.19), 2(36.14), 3(36.08), 4(36.03), S2N2, S2 [ALL]",624.44,14S,14,S,22E,1,Uintah,X111,623.781,Recreation Exchange
1441805,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4NE4, NE4SW4, N2SE4",160,1N,1,N,1W,19,Duchesne,USU,159.905,Utah State University
1441810,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,7S,7,S,23E,36,Uintah,SCH,639.182,Public Schools
1441836,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2SW4, SW4SW4",120,15S,15,S,21E,33,Uintah,SCH,119.641,Public Schools
1441856,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,21E,36,Uintah,SCH,657.576,Public Schools
1441874,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2SE4,80,2S,2,S,1W,6,Duchesne,IB,79.988,Utah Schools for the Blind
1441875,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2NW4,80,1S,1,S,2W,27,Duchesne,USU,80.218,Utah State University
1441885,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,22E,12,Uintah,SCH,639.991,Public Schools
1441934,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(28.99), 2(29.13), 3(29.27), 4(29.41), S2 [ALL]",436.8,15.5S,15.5,S,26E,32,Grand,SCH,438.745,Public Schools
1441953,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.00), 2(11.23), 3(29.00), 6(4.55), 7(37.25), 8(22.80), 9(46.20) [AKA PART OF NW4NE4, PART OF SW4NE4, PART OF NW4NW4, PART OF SE4NW4, PART OF SW4, PART OF NW4SE4]",190.03,7S,7,S,21E,32,Uintah,SCH,188.931,Public Schools
1441969,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART NE4, PART N2N2SE4 [METES & BOUNDS]",141.5,2S,2,S,1W,28,Duchesne,SCH,140.712,Public Schools
1441972,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2, SW4SE4",360,15S,15,S,23E,34,Uintah,SCH,361.035,Public Schools
1441981,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4SW4, SW4SW4, NW4SE4",120,4S,4,S,3W,29,Duchesne,SM,117.219,College of Mines and Earth Sciences
1441991,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2NE4, SW4NE4, N2SE4NE4, N2S2SE4NE4, NW4, NW4NE4NE4SW4, N2NW4NE4SW4, N2NE4NW4SW4, W2W2SW4, SW4NE4SW4SW4, W2SE4SW4SW4",370,13S,13,S,23E,8,Uintah,X111,371.296,Recreation Exchange
1441995,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,20E,36,Uintah,SCH,640.006,Public Schools
1442003,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 1(32.00), 4(1.35) [AKA PART OF NE4NE4]",33.35,6S,6,S,22E,16,Uintah,SCH,34.938,Public Schools
1442007,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,21E,35,Uintah,X111,637.031,Recreation Exchange
1442008,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,20E,16,Uintah,SCH,633.46,Public Schools
1442011,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2NE4,80,3S,3,S,1W,33,Duchesne,USU,76.04,Utah State University
1442016,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(31.70), 2(23.00), 3(23.50), 4(13.00), 5(6.50) [AKA PART OF N2N2]",97.7,8S,8,S,21E,6,Uintah,SCH,94.156,Public Schools
1442030,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,19E,32,Uintah,SCH,625.422,Public Schools
1442033,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2S2,160,12S,12,S,25E,8,Uintah,SCH,159.866,Public Schools
1442045,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2NE4, SE4NE4, W2, W2SE4, SE4SE4",560,11S,11,S,24E,32,Uintah,SCH,560.696,Public Schools
1442047,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4SE4,40,9S,9,S,22E,6,Uintah,SM,40.201,College of Mines and Earth Sciences
1442082,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4SE4,40,16S,16,S,21E,5,Grand,SCH,39.82,Public Schools
1442120,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(22.38), 2(5.96), 3(32.71), 4(5.25), 5(29.63), 6(34.71), 7(3.29), 8(32.41), 9(37.26), 10(5.22), 11(29.85), W2SW4, SE4SW4, NE4SE4 [AKA PART OF W2NW4, PART OF SE4NW4, PART OF NE4SW4, PART OF W2SE4, PART OF SE4SE4]",398.67,8S,8,S,17E,32,Duchesne,SCH,401.806,Public Schools
1442123,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,18E,16,Uintah,SCH,639.731,Public Schools
1442125,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2NE4,80,6S,6,S,22E,3,Uintah,SCH,80.846,Public Schools
1442126,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4,160,9S,9,S,25E,31,Uintah,SCH,159.66,Public Schools
1442155,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF SE4SW4 [METES & BOUNDS],39,2S,2,S,1W,17,Duchesne,UNIV,38.866,University of Utah
1442161,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4,160,3S,3,S,2W,11,Duchesne,DEAF,158.807,Utah Schools for the Deaf
1442202,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2SE4,80,12S,12,S,24E,11,Uintah,SCH,79.788,Public Schools
1442222,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2E2,160,17S,17,S,17E,32,Grand,SCH,159.74,Public Schools
1442234,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.94), 2(40.68), 3(40.96), 4(40.54), E2, E2W2 [ALL]",643.12,10S,10,S,21E,31,Uintah,SCH,657.794,Public Schools
1442262,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4NE4, N2NW4, SE4NW4",160,1N,1,N,1E,22,Uintah,SCH,156.524,Public Schools
1442336,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.86), 2(40.94), 3(40.88), 4(41.16), E2, E2W2 [ALL]",643.84,10S,10,S,21E,30,Uintah,SCH,647.438,Public Schools
1442367,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,23E,36,Uintah,SCH,640.369,Public Schools
1442373,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4,160,2S,2,S,1W,11,Uintah,USU,158.122,Utah State University
1442396,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4NE4NE4NE4, S2NE4NE4NE4, S2NW4NE4NE4, S2NE4NE4, S2NE4NW4NE4, S2NW4NE4, S2NE4, NE4SW4NE4NW4, S2SW4NE4NW4, SE4NE4NW4, S2SE4NW4NW4, S2NW4, S2",560,13S,13,S,23E,22,Uintah,X111,559.201,Recreation Exchange
