objectid,state,managing_agency,rights_type,state_enabling_act,comboown,activity,aliquot,acres,township,township,townd,range,section,county,benemin,gis_acres,trust_name
1452405,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 2(39.93), N2SW4 [LOT AKA NW4NE4]",119.93,17S,17,S,20E,3,Grand,SCH,119.42,Public Schools
1452406,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4,40,4S,4,S,6W,4,Duchesne,SCH,39.914,Public Schools
1452410,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,16E,36,Duchesne,SCH,640.627,Public Schools
1452438,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 6(18.85), NE4NE4 [LOT AKA N2SE4NE4]",58.85,9S,9,S,25E,17,Uintah,RES,57.731,Reservoirs
1452447,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,8S,8,S,16E,36,Duchesne,SCH,640.873,Public Schools
1452462,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 2(0.83) [AKA PART OF SW4SW4SW4],0.83,15S,15,S,22E,29,Uintah,X111,0.586,Recreation Exchange
1452472,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF TRACT 44 [AKA PART OF NW4NW4NW4],6.17,6S,6,S,19E,14,Uintah,UNIV,3.465,University of Utah
1452477,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4,40,2S,2,S,5W,20,Duchesne,SCH,39.633,Public Schools
1452478,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(20.83), 2(20.59), 3(20.40), 4(20.20), 5(40.00), 6(40.00), 7(40.00), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(40.00), S2N2, S2 [ALL]",882.02,7S,7,S,25E,2,Uintah,SCH,878.543,Public Schools
1452493,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,23E,32,Uintah,SCH,638.501,Public Schools
1452556,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.08), 2(40.10), 3(40.10), 4(40.12), S2N2, S2 [ALL]",640.4,9S,9,S,18E,2,Uintah,SCH,641.787,Public Schools
1452559,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4SE4,40,2N,2,N,4W,15,Duchesne,SCH,39.237,Public Schools
1452569,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2NE4,80,14S,14,S,21E,7,Uintah,X111,79.984,Recreation Exchange
1452574,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.56), 2(40.58), 3(40.58), 4(40.60), S2N2, S2 [ALL]",642.32,10S,10,S,23E,2,Uintah,SCH,640.155,Public Schools
1452595,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,19E,16,Uintah,SCH,635.979,Public Schools
1452613,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF N2NE4 [METES & BOUNDS],50,2S,2,S,2W,36,Duchesne,IB,49.123,Utah Schools for the Blind
1452632,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 2 [PART OF NW4NW4],28.48,6S,6,S,21E,28,Uintah,RES,28.289,Reservoirs
1452657,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(35.65), 2(26.60), 5(30.40), N2, N2SE4, SE4SE4 [LOTS AKA PART OF N2SW4, PART OF SW4SE4]",532.65,6S,6,S,22E,9,Uintah,SCH,544.058,Public Schools
1452677,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART NW4SW4, SE4SW4 [METES & BOUNDS]",78.89,2S,2,S,1W,27,Duchesne,SCH,79.447,Public Schools
1452678,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.16), 2(40.08), 3(40.00), 4(39.92), S2N2, S2 [ALL]",640.16,17S,17,S,20E,2,Grand,SCH,636.959,Public Schools
1452683,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 5(33.70), 6(16.50), 9(42.80), NE4SE4 [LOTS AKA PART OF SE4NE4, PART OF E2NW4SE4, PART OF SE4SE4]",133,6S,6,S,21E,14,Uintah,SCH,132.605,Public Schools
1452705,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,25E,32,Uintah,SCH,639.757,Public Schools
1452722,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,15S,15,S,23E,14,Uintah,X111,318.303,Recreation Exchange
1452724,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,21E,16,Uintah,SCH,641.175,Public Schools
1452728,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,25E,20,Uintah,SCH,638.94,Public Schools
1452735,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NE4, SE4NW4",80,16S,16,S,19E,26,Grand,SCH,80.586,Public Schools
1452747,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2NW4,80,3S,3,S,3W,12,Duchesne,SCH,80.154,Public Schools
1452753,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF SW4 [LESS 11 ACRES - METES & BOUNDS],149,2S,2,S,1W,16,Duchesne,SCH,148.735,Public Schools
1452764,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(45.00), 4(44.96), 8(41.65), 9(41.07), 10(41.13), 11(41.71) [AKA W2NW4, SW4]",255.52,6S,6,S,25E,36,Uintah,SCH,254.725,Public Schools
1452779,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2SW4SE4, SE4SE4",60,1S,1,S,1E,1,Uintah,SM,60.026,College of Mines and Earth Sciences
1452784,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,8S,8,S,24E,16,Uintah,SCH,640.089,Public Schools
1452816,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, NE4SE4",200,10S,10,S,22E,24,Uintah,SCH,200.695,Public Schools
1452826,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART OF SE4NE4, PART OF NE4SE4 [METES & BOUNDS]",77,2S,2,S,1W,17,Duchesne,SCH,76.533,Public Schools
1452849,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2S2,160,12S,12,S,25E,7,Uintah,SCH,158.525,Public Schools
1452884,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,19E,36,Uintah,SCH,648.064,Public Schools
1452904,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NE4, SE4NW4, NE4SW4, NW4SE4",160,1S,1,S,4W,33,Duchesne,SCH,159.663,Public Schools
1452963,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(2.80), 2(6.40), 3(0.52) [ALL]",9.72,8S,8,S,20E,32,Uintah,SCH,9.69,Public Schools
1452978,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 10(40.00), NE4SE4, W2SE4 [LOT AKA SW4NE4]",160,5S,5,S,3W,6,Duchesne,SCH,160.274,Public Schools
1452994,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,16S,16,S,19E,16,Grand,SCH,641.148,Public Schools
1453007,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4NE4,40,2S,2,S,1W,18,Duchesne,USU,40.38,Utah State University
1453040,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.00), 2(40.47), 3(33.82), 4(27.15), 5(20.49), NE4, N2NW4, SE4NW4 [LOTS AKA SW4NW4, PART OF N2S2]",440.93,9S,9,S,25E,33,Uintah,SCH,439.1,Public Schools
1453062,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, SW4, NW4SE4",520,7S,7,S,20E,36,Uintah,SCH,525.776,Public Schools
1453112,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2NW4,80,4S,4,S,3W,15,Duchesne,SCH,80.039,Public Schools
1453132,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2NE4, NE4NW4, W2SW4, SE4SW4",240,10S,10,S,20E,16,Uintah,SCH,241.824,Public Schools
1453150,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,21E,17,Uintah,X111,639.707,Recreation Exchange
1453157,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,23E,32,Uintah,SCH,638.532,Public Schools
1453199,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,20E,32,Uintah,SCH,641.616,Public Schools
1453212,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 1(34.49), NE4, NW4NW4, S2NW4, S2 [ALL]",634.49,10S,10,S,22E,11,Uintah,SCH,639.565,Public Schools
1453213,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,17E,16,Duchesne,SCH,638.999,Public Schools
1453217,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(36.99), 4(37.22), E2, E2SW4 [LOTS AKA W2SW4]",474.21,13S,13,S,21E,31,Uintah,X111,473.452,Recreation Exchange
1453219,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(19.73), 2(25.80), 3(22.99), 4(52.67) [ALL]",121.19,10S,10,S,11E,36,Duchesne,SCH,121.185,Public Schools
1453284,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4SW4, PART OF SE4SW4, NW4SE4 [METES & BOUNDS]",115,1S,1,S,2W,23,Duchesne,SCH,114.978,Public Schools
1453346,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",PART OF W2W2NW4 [METES & BOUNDS],52.16,2S,2,S,1W,19,Duchesne,SCH,55.345,Public Schools
1453359,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, SW4",480,9S,9,S,21E,26,Uintah,SCH,483.091,Public Schools
1453379,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 4 [NW4NW4],39.32,3S,3,S,1W,3,Duchesne,IB,39.42,Utah Schools for the Blind
1453394,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,21E,16,Uintah,SCH,638.733,Public Schools
1453438,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(13.56), 2(13.47), 3(13.39), 4(13.30), 5(40.00), 6(40.00), 7(40.00), 8(40.00), S2N2, SE4 [LOTS AKA N2N2]
",533.72,13S,13,S,24E,3,Uintah,X111,533.977,Recreation Exchange
1453457,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NE4, N2SE4",160,3S,3,S,2W,11,Duchesne,SCH,158.835,Public Schools
1453496,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2NW4,80,1S,1,S,1W,35,Uintah,UNIV,79.577,University of Utah
1453503,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.99), 2(39.97), 3(39.95), 4(39.93), S2N2, S2 [ALL]",639.84,8S,8,S,24E,2,Uintah,SCH,639.9,Public Schools
1453512,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,22E,16,Uintah,SCH,639.008,Public Schools
1453514,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2NE4,80,2S,2,S,1W,3,Duchesne,USH,80.642,Utah State Hospital
1453520,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2, E2NW4, SW4",560,9S,9,S,22E,29,Uintah,SCH,559.638,Public Schools
1453569,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2NW4,80,14S,14,S,21E,8,Uintah,X111,80.016,Recreation Exchange
1453588,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,5S,5,S,23E,36,Uintah,SCH,653.57,Public Schools
1453605,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.79), 2(40.72), 3(40.66), 4(40.59), S2N2, S2 [ALL]",642.76,18S,18,S,17E,2,Grand,SCH,642.342,Public Schools
1453618,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4SW4, S2SW4",120,9S,9,S,21E,25,Uintah,SCH,119.912,Public Schools
1453636,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,22E,32,Uintah,SCH,639.754,Public Schools
1453650,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4SW4, SW4SE4",80,2S,2,S,1W,34,Duchesne,SCH,79.808,Public Schools
1453662,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(42.47), 2(24.58), 3(0.60), 4(30.27), N2, NE4SW4, SE4 [LOTS AKA PART W2SW4, PART SE4SW4, LESS MINING CLAIMS]",617.92,9S,9,S,25E,29,Uintah,SCH,619.217,Public Schools
1453712,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,18E,32,Uintah,SCH,639.208,Public Schools
1453724,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(36.60), 2(36.36) [AKA W2NW4]",72.96,1S,1,S,4W,7,Duchesne,SCH,73.149,Public Schools
1453733,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2SE4,80,2S,2,S,1W,10,Uintah,USU,79.355,Utah State University
1453753,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,23E,24,Uintah,X111,640.689,Recreation Exchange
1453805,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,21E,36,Uintah,SCH,640.556,Public Schools
1453815,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(7.08), 2(7.09), 3(7.10), 4(7.12), S2NW4, SW4 [LOTS AKA N2N2]",268.39,6S,6,S,22E,2,Uintah,SCH,270.68,Public Schools
1453823,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(36.81), 2(36.86), SE4NW4 [LOTS AKA W2NW4]",113.67,1S,1,S,4W,30,Duchesne,SCH,113.298,Public Schools
1453859,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(42.30), 2(42.32), 3(42.36), 4(36.84), 5(33.55), S2NE4, SE4NW4, S2 [ALL]",637.37,5S,5,S,19E,2,Uintah,SCH,635.361,Public Schools
1453863,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4,160,9S,9,S,25E,19,Uintah,SCH,159.9,Public Schools
1453869,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(31.84), 2(31.97), 3(32.09), 4(32.22), S2 [ALL]",448.12,15.5S,15.5,S,25E,32,Grand,SCH,450.178,Public Schools
1453874,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2NE4, W2",400,12S,12,S,25E,20,Uintah,SCH,395.393,Public Schools
1453919,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(36.93), 2(36.58), 3(36.23), 4(35.88), S2N2, S2 [ALL]",625.62,11S,11,S,19E,2,Uintah,SCH,615.341,Public Schools
1453923,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,19S,19,S,20E,15,Grand,SCH,672.764,Public Schools
1453947,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SW4,40,2S,2,S,1W,36,Uintah,DEAF,40.083,Utah Schools for the Deaf
1453951,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,23E,13,Uintah,X111,641.369,Recreation Exchange
1453958,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,11S,11,S,21E,36,Uintah,SCH,640.325,Public Schools
1453967,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2NE4, NE4NW4",120,1S,1,S,4W,31,Duchesne,SCH,118.411,Public Schools
1442277,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,29S,29,S,18W,32,Beaver,SCH,641.628,Public Schools
1443345,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.12), 2(39.93), 3(39.73), 4(39.54), S2N2, S2 [ALL]",639.32,30S,30,S,18W,2,Beaver,SCH,640.614,Public Schools
1443647,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 10(40.46), NW4SW4 [LOT AKA SW4SW4]",80.46,37S,37,S,12W,12,Iron,SCH,81.081,Public Schools
1443729,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,29S,29,S,18W,36,Beaver,SCH,640.546,Public Schools
1445818,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4,40,29S,29,S,18W,17,Beaver,SCH,40.049,Public Schools
1452667,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 4(40.47), SW4NW4 [LOT AKA NW4NW4]",80.47,37S,37,S,12W,13,Iron,SCH,81.196,Public Schools
1453965,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,29S,29,S,18W,16,Beaver,SCH,640.747,Public Schools
1450265,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2W2, SE4NW4",200,27S,27,S,1W,16,Piute,SCH,201.922,Public Schools
1443763,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(39.83), 4(39.68), SW4NW4 [LOTS AKA N2NW4]",119.51,23S,23,S,5W,2,Millard,SCH,121.769,Public Schools
